,Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
3542,3542,3542,Komisariat 3543,"pl. Brzechwy 43/97
24-878 Tarnowskie Góry",21
3543,3543,3543,Komisariat 3544,"plac Witosa 38/99
47-312 Dąbrowa Górnicza",19
3544,3544,3544,Komisariat 3545,"pl. Dąbrowskiego 82
75-113 Września",20
3545,3545,3545,Komisariat 3546,"ulica Storczykowa 76
36-553 Wągrowiec",15
3546,3546,3546,Komisariat 3547,"plac Szarych Szeregów 53
24-312 Zambrów",21
3547,3547,3547,Komisariat 3548,"ul. Magnoliowa 799
48-156 Mielec",20
3548,3548,3548,Komisariat 3549,"ulica Jadwigi 16/31
10-017 Malbork",21
3549,3549,3549,Komisariat 3550,"pl. Wiśniowa 096
13-406 Jarocin",19
3550,3550,3550,Komisariat 3551,"pl. Wiśniowa 936
26-827 Reda",18
3551,3551,3551,Komisariat 3552,"plac Chmielna 55
60-429 Ostrołęka",19
3552,3552,3552,Komisariat 3553,"ulica Baczynskiego 78/54
65-435 Sopot",25
3553,3553,3553,Komisariat 3554,"ulica Jaśminowa 53
23-881 Lubartów",24
3554,3554,3554,Komisariat 3555,"pl. Kosynierów 42/36
82-949 Racibórz",27
3555,3555,3555,Komisariat 3556,"ul. Wesoła 73
46-393 Grodzisk Mazowiecki",17
3556,3556,3556,Komisariat 3557,"plac Ceglana 862
95-049 Dąbrowa Górnicza",18
3557,3557,3557,Komisariat 3558,"ul. Kusocińskiego 20
13-715 Poznań",14
3558,3558,3558,Komisariat 3559,"ulica Okulickiego 264
40-286 Chorzów",21
3559,3559,3559,Komisariat 3560,"plac Mokra 09/80
39-479 Lublin",22
3560,3560,3560,Komisariat 3561,"al. Kowalska 56/58
66-366 Żary",20
3561,3561,3561,Komisariat 3562,"ulica Orzeszkowej 210
32-115 Świdnik",20
3562,3562,3562,Komisariat 3563,"pl. Grunwaldzka 53/73
54-209 Kluczbork",16
3563,3563,3563,Komisariat 3564,"ul. Częstochowska 296
78-473 Żagań",16
3564,3564,3564,Komisariat 3565,"pl. Armii Krajowej 698
11-278 Stalowa Wola",15
3565,3565,3565,Komisariat 3566,"ulica Cyprysowa 13/47
95-760 Chojnice",21
3566,3566,3566,Komisariat 3567,"pl. Mazurska 226
08-257 Płock",11
3567,3567,3567,Komisariat 3568,"pl. Jeżynowa 911
82-426 Kędzierzyn-Koźle",22
3568,3568,3568,Komisariat 3569,"ul. Szafirowa 702
56-474 Piaseczno",16
3569,3569,3569,Komisariat 3570,"al. Widokowa 661
50-410 Bielsko-Biała",21
3570,3570,3570,Komisariat 3571,"ul. Asnyka 31
81-782 Rumia",25
3571,3571,3571,Komisariat 3572,"pl. Polna 03
36-585 Włocławek",15
3572,3572,3572,Komisariat 3573,"pl. Zwycięstwa 90/29
88-457 Mława",18
3573,3573,3573,Komisariat 3574,"ul. Stroma 220
58-775 Lubartów",29
3574,3574,3574,Komisariat 3575,"al. Królewska 838
15-801 Sandomierz",20
3575,3575,3575,Komisariat 3576,"pl. Konarskiego 41/47
30-166 Świnoujście",17
3576,3576,3576,Komisariat 3577,"aleja Szczęśliwa 310
32-087 Zgierz",22
3577,3577,3577,Komisariat 3578,"al. Żwirki i Wigury 863
70-809 Ostróda",17
3578,3578,3578,Komisariat 3579,"al. Makuszyńskiego 90
03-631 Czeladź",20
3579,3579,3579,Komisariat 3580,"ul. Gołębia 91
50-247 Zambrów",20
3580,3580,3580,Komisariat 3581,"plac Nowowiejska 29
97-420 Brodnica",18
3581,3581,3581,Komisariat 3582,"ulica Sowia 25
18-434 Grudziądz",14
3582,3582,3582,Komisariat 3583,"al. Krasickiego 887
62-663 Świebodzice",12
3583,3583,3583,Komisariat 3584,"ul. Agrestowa 22/74
17-136 Bytom",21
3584,3584,3584,Komisariat 3585,"pl. Pogodna 82
17-209 Jawor",18
3585,3585,3585,Komisariat 3586,"aleja Księżycowa 988
44-778 Kętrzyn",20
3586,3586,3586,Komisariat 3587,"pl. Dębowa 075
36-775 Czeladź",13
3587,3587,3587,Komisariat 3588,"plac Miarki 809
11-641 Przemyśl",23
3588,3588,3588,Komisariat 3589,"ulica Wilcza 869
09-980 Jelenia Góra",22
3589,3589,3589,Komisariat 3590,"ul. Dolna 88
03-743 Rumia",26
3590,3590,3590,Komisariat 3591,"pl. Leszczynowa 12
43-035 Dębica",19
3591,3591,3591,Komisariat 3592,"aleja Drzymały 982
24-965 Konin",18
3592,3592,3592,Komisariat 3593,"ul. Jasna 27
02-695 Police",18
3593,3593,3593,Komisariat 3594,"al. Brzoskwiniowa 152
35-421 Toruń",20
3594,3594,3594,Komisariat 3595,"pl. Zamkowa 51
19-761 Czechowice-Dziedzice",19
3595,3595,3595,Komisariat 3596,"ulica Nałkowskiej 39/50
46-153 Biłgoraj",24
3596,3596,3596,Komisariat 3597,"ulica Rózana 28
63-320 Gdańsk",25
3597,3597,3597,Komisariat 3598,"al. Łanowa 53/47
48-570 Świdnik",22
3598,3598,3598,Komisariat 3599,"aleja Reja 80/34
73-060 Katowice",15
3599,3599,3599,Komisariat 3600,"ul. Graniczna 292
03-450 Siedlce",14
3600,3600,3600,Komisariat 3601,"aleja Tulipanowa 54
49-563 Ostrów Mazowiecka",23
3601,3601,3601,Komisariat 3602,"pl. Żabia 39/96
21-220 Rumia",16
3602,3602,3602,Komisariat 3603,"ul. Jeziorna 60
44-652 Rybnik",22
3603,3603,3603,Komisariat 3604,"pl. Radosna 78
20-722 Ruda Śląska",23
3604,3604,3604,Komisariat 3605,"ul. Kazimierza Wielkiego 622
36-367 Swarzędz",19
3605,3605,3605,Komisariat 3606,"al. Sybiraków 33
84-178 Starogard Gdański",21
3606,3606,3606,Komisariat 3607,"ulica Ogrodowa 949
77-068 Skawina",11
3607,3607,3607,Komisariat 3608,"aleja Piłsudskiego 79/44
41-768 Elbląg",21
3608,3608,3608,Komisariat 3609,"al. Wyszyńskiego 489
72-346 Bartoszyce",18
3609,3609,3609,Komisariat 3610,"ulica Matejki 57
04-367 Głogów",21
3610,3610,3610,Komisariat 3611,"plac Zamkowa 746
20-166 Zielona Góra",11
3611,3611,3611,Komisariat 3612,"ulica Krótka 57
91-566 Racibórz",23
3612,3612,3612,Komisariat 3613,"plac Okrężna 512
13-154 Radomsko",21
3613,3613,3613,Komisariat 3614,"plac Sadowa 33
16-905 Żagań",16
3614,3614,3614,Komisariat 3615,"al. Sucharskiego 453
81-028 Łuków",26
3615,3615,3615,Komisariat 3616,"al. Skrajna 457
79-674 Lubartów",23
3616,3616,3616,Komisariat 3617,"ul. Matejki 32
14-669 Ruda Śląska",20
3617,3617,3617,Komisariat 3618,"al. Diamentowa 366
39-897 Elbląg",32
3618,3618,3618,Komisariat 3619,"al. Piastowska 437
80-616 Pszczyna",24
3619,3619,3619,Komisariat 3620,"ul. Kossaka 00/59
37-799 Jaworzno",18
3620,3620,3620,Komisariat 3621,"plac Dąbrowskiej 08/25
27-136 Kielce",17
3621,3621,3621,Komisariat 3622,"al. Zakątek 705
02-911 Szczytno",9
3622,3622,3622,Komisariat 3623,"aleja Zacisze 24
34-549 Płock",17
3623,3623,3623,Komisariat 3624,"ul. Jesienna 41
47-514 Bełchatów",16
3624,3624,3624,Komisariat 3625,"al. Norwida 417
73-438 Zabrze",19
3625,3625,3625,Komisariat 3626,"ulica Tysiąclecia 10
08-224 Skawina",26
3626,3626,3626,Komisariat 3627,"plac Nadrzeczna 17/03
98-135 Tomaszów Mazowiecki",16
3627,3627,3627,Komisariat 3628,"ulica Piaskowa 92
53-212 Puławy",16
3628,3628,3628,Komisariat 3629,"ulica Sportowa 30/92
17-220 Jastrzębie-Zdrój",16
3629,3629,3629,Komisariat 3630,"al. Słowianska 452
97-783 Świecie",18
3630,3630,3630,Komisariat 3631,"al. Waryńskiego 19
10-996 Nowy Targ",24
3631,3631,3631,Komisariat 3632,"al. Listopada 626
82-391 Skierniewice",22
3632,3632,3632,Komisariat 3633,"pl. Bolesława Krzywoustego 955
05-084 Tarnobrzeg",15
3633,3633,3633,Komisariat 3634,"al. Grottgera 01
62-349 Nowa Ruda",28
3634,3634,3634,Komisariat 3635,"aleja Harcerska 136
19-597 Legionowo",25
3635,3635,3635,Komisariat 3636,"ulica Konarskiego 59
47-943 Jelenia Góra",19
3636,3636,3636,Komisariat 3637,"ulica Ciasna 05
44-219 Zgorzelec",21
3637,3637,3637,Komisariat 3638,"al. Jaskółcza 65
14-750 Piotrków Trybunalski",27
3638,3638,3638,Komisariat 3639,"pl. Topolowa 68/63
84-946 Kętrzyn",23
3639,3639,3639,Komisariat 3640,"ulica Podleśna 20
45-680 Skierniewice",17
3640,3640,3640,Komisariat 3641,"ulica Mostowa 77/46
54-279 Krosno",24
3641,3641,3641,Komisariat 3642,"ulica Konopnickiej 07
80-371 Kalisz",22
3642,3642,3642,Komisariat 3643,"plac Tysiąclecia 286
58-058 Tarnobrzeg",23
3643,3643,3643,Komisariat 3644,"plac Wieniawskiego 78/40
50-217 Gorzów Wielkopolski",20
3644,3644,3644,Komisariat 3645,"aleja Pszenna 06
50-775 Starachowice",20
3645,3645,3645,Komisariat 3646,"plac Świerczewskiego 02
13-435 Białystok",26
3646,3646,3646,Komisariat 3647,"ulica Zielna 342
66-563 Tarnów",15
3647,3647,3647,Komisariat 3648,"plac Wolności 07
77-138 Słupsk",23
3648,3648,3648,Komisariat 3649,"aleja Wyspiańskiego 45
54-249 Grodzisk Mazowiecki",21
3649,3649,3649,Komisariat 3650,"al. Okrężna 73/38
44-776 Kielce",14
3650,3650,3650,Komisariat 3651,"aleja Cicha 34/66
32-216 Czeladź",17
3651,3651,3651,Komisariat 3652,"pl. Willowa 81
08-483 Opole",21
3652,3652,3652,Komisariat 3653,"plac Lotnicza 46
53-839 Iława",23
3653,3653,3653,Komisariat 3654,"plac Zwycięstwa 202
06-841 Rybnik",16
3654,3654,3654,Komisariat 3655,"aleja Nadrzeczna 94
54-213 Jastrzębie-Zdrój",17
3655,3655,3655,Komisariat 3656,"al. Wróblewskiego 60/73
09-148 Jarosław",29
3656,3656,3656,Komisariat 3657,"al. Dworska 88/20
20-845 Ruda Śląska",16
3657,3657,3657,Komisariat 3658,"aleja Sybiraków 20/92
67-291 Lublin",23
3658,3658,3658,Komisariat 3659,"plac Letniskowa 40/21
95-466 Reda",14
3659,3659,3659,Komisariat 3660,"ul. Jabłoniowa 727
07-144 Myszków",21
3660,3660,3660,Komisariat 3661,"ulica Pszenna 36/14
15-096 Siemianowice Śląskie",22
3661,3661,3661,Komisariat 3662,"plac Średnia 71/67
96-904 Ciechanów",18
3662,3662,3662,Komisariat 3663,"pl. Krasińskiego 06/32
24-092 Zambrów",12
3663,3663,3663,Komisariat 3664,"ulica Akacjowa 697
38-623 Bełchatów",16
3664,3664,3664,Komisariat 3665,"plac Topolowa 18/17
06-645 Augustów",19
3665,3665,3665,Komisariat 3666,"ul. Jaskółcza 62/08
23-605 Mińsk Mazowiecki",30
3666,3666,3666,Komisariat 3667,"ulica Makuszyńskiego 15
26-165 Mysłowice",26
3667,3667,3667,Komisariat 3668,"pl. Szpitalna 50/88
70-651 Bolesławiec",21
3668,3668,3668,Komisariat 3669,"pl. Brzozowa 71
18-408 Pszczyna",19
3669,3669,3669,Komisariat 3670,"ulica Klasztorna 13
28-889 Krosno",19
3670,3670,3670,Komisariat 3671,"ulica Kraszewskiego 945
70-676 Kielce",24
3671,3671,3671,Komisariat 3672,"aleja Środkowa 161
85-008 Piaseczno",16
3672,3672,3672,Komisariat 3673,"aleja Młynarska 201
55-244 Częstochowa",24
3673,3673,3673,Komisariat 3674,"plac Żurawia 82
05-892 Grudziądz",21
3674,3674,3674,Komisariat 3675,"aleja Dąbrowskiej 25
67-458 Chełm",18
3675,3675,3675,Komisariat 3676,"ulica Graniczna 171
29-421 Rybnik",15
3676,3676,3676,Komisariat 3677,"al. Popiełuszki 863
44-688 Pszczyna",20
3677,3677,3677,Komisariat 3678,"pl. Zwycięstwa 27/51
62-767 Wołomin",22
3678,3678,3678,Komisariat 3679,"ulica Składowa 00/98
33-148 Pruszków",8
3679,3679,3679,Komisariat 3680,"pl. Krokusowa 25
73-831 Gdynia",24
3680,3680,3680,Komisariat 3681,"ulica Zamkowa 56/91
15-977 Bartoszyce",21
3681,3681,3681,Komisariat 3682,"plac Polna 449
74-488 Cieszyn",32
3682,3682,3682,Komisariat 3683,"ul. Brzozowa 39
41-111 Starachowice",31
3683,3683,3683,Komisariat 3684,"al. Koralowa 43
91-261 Poznań",21
3684,3684,3684,Komisariat 3685,"al. Tylna 710
62-051 Nowa Sól",18
3685,3685,3685,Komisariat 3686,"pl. Zakole 433
92-818 Łaziska Górne",20
3686,3686,3686,Komisariat 3687,"al. Piwna 05
98-287 Płock",16
3687,3687,3687,Komisariat 3688,"aleja Partyzantów 77/10
98-317 Knurów",8
3688,3688,3688,Komisariat 3689,"plac Zbożowa 62/76
91-186 Gdynia",18
3689,3689,3689,Komisariat 3690,"ul. Wiązowa 81
32-598 Zawiercie",19
3690,3690,3690,Komisariat 3691,"ul. Turkusowa 32
64-418 Września",16
3691,3691,3691,Komisariat 3692,"ulica Topolowa 75
08-600 Grodzisk Mazowiecki",30
3692,3692,3692,Komisariat 3693,"pl. Wypoczynkowa 468
56-681 Zawiercie",20
3693,3693,3693,Komisariat 3694,"plac Ściegiennego 77
83-032 Września",16
3694,3694,3694,Komisariat 3695,"ul. Podleśna 707
68-193 Kraśnik",18
3695,3695,3695,Komisariat 3696,"ulica Dobra 60
19-786 Krotoszyn",25
3696,3696,3696,Komisariat 3697,"ul. Grottgera 76/60
18-308 Koło",16
3697,3697,3697,Komisariat 3698,"aleja Sportowa 68/95
87-203 Bytom",29
3698,3698,3698,Komisariat 3699,"ul. Klonowa 52/71
05-300 Bielsko-Biała",24
3699,3699,3699,Komisariat 3700,"aleja Okrzei 50/37
78-297 Tarnobrzeg",17
3700,3700,3700,Komisariat 3701,"plac Słowackiego 848
57-294 Bochnia",25
3701,3701,3701,Komisariat 3702,"ul. Kwiatowa 99
53-739 Racibórz",23
3702,3702,3702,Komisariat 3703,"al. Głowackiego 94/98
06-837 Płońsk",26
3703,3703,3703,Komisariat 3704,"pl. Swierkowa 859
67-760 Konin",21
3704,3704,3704,Komisariat 3705,"al. Ceglana 32
57-193 Jelenia Góra",21
3705,3705,3705,Komisariat 3706,"al. Sosnowa 602
78-196 Wrocław",13
3706,3706,3706,Komisariat 3707,"al. Borówkowa 28
40-122 Lubliniec",17
3707,3707,3707,Komisariat 3708,"ul. Rybacka 03
04-232 Konin",19
3708,3708,3708,Komisariat 3709,"plac Zwycięstwa 56
98-105 Brzeg",16
3709,3709,3709,Komisariat 3710,"al. Jagiellońska 383
18-789 Jasło",25
3710,3710,3710,Komisariat 3711,"ul. Leszczynowa 50
26-913 Czerwionka-Leszczyny",18
3711,3711,3711,Komisariat 3712,"ul. Rózana 82/02
26-533 Zawiercie",20
3712,3712,3712,Komisariat 3713,"ulica Kowalska 76
57-924 Bartoszyce",30
3713,3713,3713,Komisariat 3714,"ul. Szkolna 52
19-524 Kielce",23
3714,3714,3714,Komisariat 3715,"al. Bałtycka 939
09-507 Marki",10
3715,3715,3715,Komisariat 3716,"al. Brzoskwiniowa 421
89-297 Toruń",21
3716,3716,3716,Komisariat 3717,"ulica Bałtycka 42
20-901 Brodnica",25
3717,3717,3717,Komisariat 3718,"aleja Listopada 02/75
18-469 Turek",19
3718,3718,3718,Komisariat 3719,"pl. Żwirowa 49/43
11-485 Bochnia",18
3719,3719,3719,Komisariat 3720,"ul. Rejtana 841
21-201 Piotrków Trybunalski",22
3720,3720,3720,Komisariat 3721,"ulica Żeromskiego 752
02-563 Środa Wielkopolska",21
3721,3721,3721,Komisariat 3722,"aleja Zakole 15/76
12-832 Legionowo",11
3722,3722,3722,Komisariat 3723,"ulica Lwowska 97
78-951 Żyrardów",15
3723,3723,3723,Komisariat 3724,"plac Bukowa 072
13-453 Siemianowice Śląskie",23
3724,3724,3724,Komisariat 3725,"pl. Listopada 88/31
30-501 Konin",20
3725,3725,3725,Komisariat 3726,"ul. Stawowa 002
23-238 Nowa Ruda",17
3726,3726,3726,Komisariat 3727,"ul. Poznańska 07/85
54-159 Stargard Szczeciński",20
3727,3727,3727,Komisariat 3728,"ulica Łączna 22/81
61-966 Mława",24
3728,3728,3728,Komisariat 3729,"ulica Sucharskiego 48/13
94-740 Jelenia Góra",23
3729,3729,3729,Komisariat 3730,"ulica Kalinowa 59/95
14-057 Jastrzębie-Zdrój",23
3730,3730,3730,Komisariat 3731,"aleja Warszawska 34
95-251 Żywiec",24
3731,3731,3731,Komisariat 3732,"aleja Konarskiego 33
16-217 Biłgoraj",21
3732,3732,3732,Komisariat 3733,"plac Bydgoska 914
97-946 Rybnik",24
3733,3733,3733,Komisariat 3734,"al. Narcyzowa 53/56
01-664 Siemianowice Śląskie",22
3734,3734,3734,Komisariat 3735,"aleja Młyńska 73/02
26-229 Nowy Targ",17
3735,3735,3735,Komisariat 3736,"pl. Borowa 12/09
38-414 Otwock",18
3736,3736,3736,Komisariat 3737,"al. Maczka 322
84-808 Grudziądz",18
3737,3737,3737,Komisariat 3738,"al. Piastowska 87/56
67-204 Tarnów",12
3738,3738,3738,Komisariat 3739,"pl. Perłowa 77/15
40-376 Zielona Góra",23
3739,3739,3739,Komisariat 3740,"al. Grzybowa 086
74-789 Zgorzelec",28
3740,3740,3740,Komisariat 3741,"aleja Owocowa 63/61
65-412 Mława",22
3741,3741,3741,Komisariat 3742,"ulica Morcinka 792
27-985 Środa Wielkopolska",33
3742,3742,3742,Komisariat 3743,"plac Wspólna 991
67-243 Warszawa",17
3743,3743,3743,Komisariat 3744,"ulica Krasińskiego 59/73
53-720 Olsztyn",21
3744,3744,3744,Komisariat 3745,"aleja Wojciecha 199
89-523 Łódź",21
3745,3745,3745,Komisariat 3746,"al. Bukowa 21/11
06-386 Kołobrzeg",22
3746,3746,3746,Komisariat 3747,"al. Sienkiewicza 92
68-407 Czerwionka-Leszczyny",19
3747,3747,3747,Komisariat 3748,"al. Turystyczna 045
40-946 Ostróda",15
3748,3748,3748,Komisariat 3749,"pl. Staffa 78
80-631 Gliwice",19
3749,3749,3749,Komisariat 3750,"ul. Srebrna 40
35-295 Starachowice",19
3750,3750,3750,Komisariat 3751,"plac Kusocińskiego 366
59-306 Łaziska Górne",20
3751,3751,3751,Komisariat 3752,"ulica Jarzębinowa 56/69
49-556 Zabrze",22
3752,3752,3752,Komisariat 3753,"plac Ciasna 12
75-759 Ostrołęka",26
3753,3753,3753,Komisariat 3754,"pl. Sybiraków 89/44
96-402 Opole",18
3754,3754,3754,Komisariat 3755,"al. Jałowcowa 67/49
57-743 Siedlce",13
3755,3755,3755,Komisariat 3756,"ul. Makuszyńskiego 443
91-385 Nowy Dwór Mazowiecki",20
3756,3756,3756,Komisariat 3757,"al. Kołłątaja 29
33-249 Pruszków",26
3757,3757,3757,Komisariat 3758,"ulica Solidarnosci 758
63-081 Pruszków",23
3758,3758,3758,Komisariat 3759,"ulica Sportowa 89/42
48-391 Knurów",17
3759,3759,3759,Komisariat 3760,"plac Robotnicza 67
91-154 Koło",21
3760,3760,3760,Komisariat 3761,"pl. Kościelna 478
84-258 Stargard Szczeciński",22
3761,3761,3761,Komisariat 3762,"ulica Łąkowa 362
95-924 Kwidzyn",24
3762,3762,3762,Komisariat 3763,"aleja Promienna 38/03
17-233 Giżycko",19
3763,3763,3763,Komisariat 3764,"pl. Górna 90/93
58-253 Kołobrzeg",27
3764,3764,3764,Komisariat 3765,"pl. Jodłowa 65/95
26-481 Kluczbork",16
3765,3765,3765,Komisariat 3766,"pl. Nałkowskiej 720
98-870 Świętochłowice",24
3766,3766,3766,Komisariat 3767,"ul. Mała 35/13
83-264 Zawiercie",19
3767,3767,3767,Komisariat 3768,"al. Wyspiańskiego 921
25-632 Płońsk",19
3768,3768,3768,Komisariat 3769,"plac Działkowa 71
51-782 Nowa Ruda",23
3769,3769,3769,Komisariat 3770,"ulica Kazimierza Wielkiego 649
50-233 Pruszcz Gdański",23
3770,3770,3770,Komisariat 3771,"plac Kościuszki 074
88-398 Sopot",16
3771,3771,3771,Komisariat 3772,"al. Jana Pawła II 976
77-183 Grudziądz",17
3772,3772,3772,Komisariat 3773,"ulica Dobra 236
07-793 Wyszków",22
3773,3773,3773,Komisariat 3774,"al. Agrestowa 60/46
06-973 Płońsk",21
3774,3774,3774,Komisariat 3775,"aleja Bałtycka 09/56
15-129 Warszawa",28
3775,3775,3775,Komisariat 3776,"al. Młynarska 024
92-425 Sopot",16
3776,3776,3776,Komisariat 3777,"pl. Pomorska 006
64-335 Głogów",21
3777,3777,3777,Komisariat 3778,"pl. Majowa 924
46-679 Skawina",18
3778,3778,3778,Komisariat 3779,"ul. Ceglana 85
16-288 Brzeg",10
3779,3779,3779,Komisariat 3780,"ul. Turystyczna 94/26
93-465 Otwock",22
3780,3780,3780,Komisariat 3781,"pl. Kaliska 34/35
62-172 Czeladź",22
3781,3781,3781,Komisariat 3782,"aleja Wilcza 247
87-811 Skierniewice",14
3782,3782,3782,Komisariat 3783,"al. Gałczynskiego 05/67
34-773 Ostrołęka",22
3783,3783,3783,Komisariat 3784,"ulica Pocztowa 61/94
55-355 Zamość",25
3784,3784,3784,Komisariat 3785,"ul. Wiatraczna 38
95-188 Bytom",22
3785,3785,3785,Komisariat 3786,"ul. Lwowska 99
27-445 Tarnowskie Góry",10
3786,3786,3786,Komisariat 3787,"plac Wspólna 29/75
12-753 Jastrzębie-Zdrój",15
3787,3787,3787,Komisariat 3788,"ul. Zacisze 026
65-964 Piła",23
3788,3788,3788,Komisariat 3789,"plac Daleka 60/80
88-561 Polkowice",17
3789,3789,3789,Komisariat 3790,"plac Konwaliowa 68
27-201 Pszczyna",13
3790,3790,3790,Komisariat 3791,"pl. Powstańców 261
77-220 Dzierżoniów",23
3791,3791,3791,Komisariat 3792,"pl. Parkowa 34/30
95-677 Jasło",17
3792,3792,3792,Komisariat 3793,"pl. Zdrojowa 53/51
76-794 Zgorzelec",17
3793,3793,3793,Komisariat 3794,"pl. Jastrzębia 57/70
90-098 Czechowice-Dziedzice",18
3794,3794,3794,Komisariat 3795,"al. Głowackiego 547
51-949 Świętochłowice",18
3795,3795,3795,Komisariat 3796,"al. Daszyńskiego 170
32-835 Biała Podlaska",14
3796,3796,3796,Komisariat 3797,"al. Szmaragdowa 74
96-178 Nowa Sól",23
3797,3797,3797,Komisariat 3798,"aleja Zwycięstwa 96/14
07-655 Łuków",18
3798,3798,3798,Komisariat 3799,"ulica Browarna 239
81-758 Oświęcim",24
3799,3799,3799,Komisariat 3800,"plac Waryńskiego 11
43-293 Słupsk",23
3800,3800,3800,Komisariat 3801,"ul. Wyspiańskiego 033
66-979 Bolesławiec",13
3801,3801,3801,Komisariat 3802,"al. Sadowa 511
09-043 Zakopane",19
3802,3802,3802,Komisariat 3803,"ulica Zwycięstwa 29
92-224 Białystok",31
3803,3803,3803,Komisariat 3804,"plac Swierkowa 98
78-742 Gdynia",18
3804,3804,3804,Komisariat 3805,"plac Łanowa 98/78
40-765 Police",20
3805,3805,3805,Komisariat 3806,"plac Cisowa 39
24-889 Zgorzelec",17
3806,3806,3806,Komisariat 3807,"ul. Wiatraczna 78/64
80-340 Krosno",24
3807,3807,3807,Komisariat 3808,"al. Narcyzowa 619
87-200 Marki",12
3808,3808,3808,Komisariat 3809,"ulica Jaworowa 742
46-607 Lublin",20
3809,3809,3809,Komisariat 3810,"ulica Nałkowskiej 91
14-883 Olsztyn",23
3810,3810,3810,Komisariat 3811,"pl. Wczasowa 02/26
14-803 Tychy",26
3811,3811,3811,Komisariat 3812,"plac Wyzwolenia 07/02
72-531 Ostrołęka",23
3812,3812,3812,Komisariat 3813,"ulica Torowa 671
59-156 Słupsk",17
3813,3813,3813,Komisariat 3814,"al. Topolowa 830
96-983 Bielawa",27
3814,3814,3814,Komisariat 3815,"al. Składowa 39
30-874 Głogów",19
3815,3815,3815,Komisariat 3816,"al. Fredry 91/12
04-788 Mława",20
3816,3816,3816,Komisariat 3817,"plac Glówna 17/57
32-102 Bochnia",17
3817,3817,3817,Komisariat 3818,"plac Armii Krajowej 44
05-218 Toruń",27
3818,3818,3818,Komisariat 3819,"ulica Lipowa 89
25-185 Czechowice-Dziedzice",22
3819,3819,3819,Komisariat 3820,"ul. Wyszyńskiego 97/28
19-462 Jaworzno",20
3820,3820,3820,Komisariat 3821,"pl. Przemysłowa 08/46
35-517 Dębica",17
3821,3821,3821,Komisariat 3822,"pl. Poprzeczna 451
84-097 Ełk",19
3822,3822,3822,Komisariat 3823,"aleja Fiołkowa 160
71-053 Ostrołęka",20
3823,3823,3823,Komisariat 3824,"ul. Kamienna 428
25-486 Cieszyn",25
3824,3824,3824,Komisariat 3825,"ul. Spacerowa 156
53-010 Zawiercie",24
3825,3825,3825,Komisariat 3826,"pl. Fredry 52/76
71-302 Otwock",17
3826,3826,3826,Komisariat 3827,"plac Sosnowa 384
16-829 Bełchatów",18
3827,3827,3827,Komisariat 3828,"al. Poziomkowa 90/45
32-115 Szczytno",18
3828,3828,3828,Komisariat 3829,"plac Zbożowa 30/29
99-814 Gorzów Wielkopolski",18
3829,3829,3829,Komisariat 3830,"al. Rolnicza 845
57-288 Oleśnica",14
3830,3830,3830,Komisariat 3831,"ul. Rzemieślnicza 22/45
06-992 Płock",25
3831,3831,3831,Komisariat 3832,"aleja Rycerska 69/03
09-360 Zakopane",17
3832,3832,3832,Komisariat 3833,"ulica Szkolna 39/37
04-663 Przemyśl",24
3833,3833,3833,Komisariat 3834,"plac Sowia 81/61
28-120 Biała Podlaska",21
3834,3834,3834,Komisariat 3835,"aleja Zielona 04
93-142 Toruń",15
3835,3835,3835,Komisariat 3836,"plac Starowiejska 55
54-306 Żary",17
3836,3836,3836,Komisariat 3837,"ulica Modrzewiowa 182
82-729 Kościan",25
