ID,Nazwa,Numer_seryjny,Rodzaj
11715,Alkomat AlcoQuant 6020,0L9Z8WNU0WTLF86B2,inne
11716,Kajdanki,2BHG14TYXKW546N8X,inne
11717,Kamizelka kuloodporna,ZM5G1NJC5Y4FKTA21,inne
11718,Sako TRG-21,KMEFH3XZ1FPG54XTF,bron
11719,Latarka taktyczna,GGYLX5V453UYE1FYD,inne
11720,Alkomat AlcoQuant 6020,BVZPX55M6T3143V5K,inne
11721,Toyota Corolla,5MM5X10F4TU8KDGLU,pojazd
11722,H&K G36,77700STM1RLX87GWX,bron
11723,Terminal Bluebird,AJFY4WRN5PW0W7VV1,srodki_lacznosci
11724,H&K MP5A3,B7U8G73Y79DHFH00S,bron
11725,Terminal Bluebird,S7SC7NE780A73PUMZ,srodki_lacznosci
11726,HK UMP,WCY8BFTF9WVFH888U,bron
11727,Hyundai Tucson,PFZ5WX5F941VCG5XC,pojazd
11728,Terminal Bluebird,LSHN3KXD53K1YPGMW,srodki_lacznosci
11729,Terminal Bluebird,31PGDXGWX2NVE6ZA3,srodki_lacznosci
11730,Beretta APX,3AYPT8FD856EGXM0X,bron
11731,Radiostacja nasobna,EXAEPKET4ETCSYXBM,srodki_lacznosci
11732,Alkomat AlcoQuant 6020,JAZYD6ES3W3PLV8XG,inne
11733,Volkswagen Crafter,2A3YDTPL6285KT7HF,pojazd
11734,Walther P99,NGUABHUWXT8CFY7BN,bron
11735,Glock 19,W6GKH0940A63K2VME,bron
11736,Sako TRG-21,APCF0CGF7UF2EL71D,bron
11737,Terminal Bluebird,3E7NSK4B35CHKTMDR,srodki_lacznosci
11738,Walther P99,43KBAZYT69RLL7PRW,bron
11739,Kia Ceed III,T2S5GRB52VN13XE25,pojazd
11740,Toyota Corolla,86RLULSU4A4CH2X8L,pojazd
11741,Radiostacja nasobna,CDZJYFELXAED1FVFE,srodki_lacznosci
11742,Toyota Corolla,JLDZW4LD61MPZSHHW,pojazd
11743,Terminal Bluebird,51V0GUH7XLNN81P7N,srodki_lacznosci
11744,H&K G36,5V1PGNZ34RDA805Y7,bron
11745,Alkomat AlcoQuant 6020,3YFVTVJSX9KBUKM7W,inne
11746,Radiostacja nasobna,E9RLTZCAXTL5M83R6,srodki_lacznosci
11747,Alkomat AlcoQuant 6020,XJ2ME1E1392C5583G,inne
11748,Volkswagen Crafter,UY6C1RY33J3CCN9PZ,pojazd
11749,Radiostacja nasobna,DN74WZZU6A2KG42XW,srodki_lacznosci
11750,Volkswagen Transporter,3U8C3MWD4SE1M7KZ3,pojazd
11751,Urzadzenie do detekcji narkotykow AlereTM DDS 2,V24ZWD3222R9VVBRX,inne
11752,Radiostacja nasobna,P388LY5D589XX09BY,srodki_lacznosci
11753,Toyota Corolla,S4L22L0C9TJMF29RK,pojazd
11754,Latarka taktyczna,5AEHJAWP6AJMHUX5Z,inne
11755,Sako TRG-21,ZERBKKHR614ZAVD3L,bron
11756,Latarka taktyczna,FTYX9JZX5AMZ80GW6,inne
11757,Radiostacja nasobna,C9ULTT7WX5LY99YYB,srodki_lacznosci
11758,Kamizelka kuloodporna,EHUSGFDZ3K3J5148W,inne
11759,Walther P99,H2CLC3B70GDYH16Y2,bron
11760,Sako TRG-21,34VD9Y8G69M9Y2UV5,bron
11761,Kamizelka kuloodporna,KGCL3B9V4NWKVEPD7,inne
11762,Urzadzenie do detekcji narkotykow AlereTM DDS 2,M2PYDKAZ5FDD9T80N,inne
11763,Alkomat AlcoQuant 6020,WAWHGFG892TZRXRGS,inne
11764,HK UMP,HNELDJ4G0220A4Y1Y,bron
11765,Kajdanki,F7CRR4187VXG3RZ57,inne
11766,Apteczka taktyczna,YUSKXUF210TVSFSYW,inne
11767,Opel Crossland X,BAA2C56942AUG1BAV,pojazd
11768,Radiostacja nasobna,L9ZMFDEB0LLGS1GUF,srodki_lacznosci
11769,Terminal Bluebird,RD6VMPSC9CBRMEGPJ,srodki_lacznosci
11770,Alkomat AlcoQuant 6020,HS3VN2YE0R2SZ8VLB,inne
11771,Opel Crossland X,HZT264YW2G6Z4RN4V,pojazd
11772,Sako TRG-21,AA3SPDFAXS7F2ZPP1,bron
11773,Volkswagen Transporter,25HGS5CT9GNCN8CWE,pojazd
11774,Alkomat AlcoQuant 6020,3JYXULZE4S58DBG1P,inne
11775,BMW serii 3,4USNC3B00F5U2WPBE,pojazd
11776,Skoda Superb,2AA3TKJX7WLGYHGZN,pojazd
11777,Volkswagen Crafter,T2S590FZ7BJMFZV29,pojazd
11778,Terminal Bluebird,505YCTUL3DXR4YGH7,srodki_lacznosci
11779,Walther P99,RKUZFVHD3D6G2E55N,bron
11780,HK UMP,AKM9KRDK6X7PP8X8F,bron
11781,Hyundai Tucson,ARFESDMA024HB54B3,pojazd
11782,BMW serii 3,U5H95R6F3KS99PDGZ,pojazd
11783,Radiostacja nasobna,MPKN6DNZ26GLCMGSZ,srodki_lacznosci
11784,Terminal Bluebird,MELNEXE59FY98LDZC,srodki_lacznosci
11785,Terminal Bluebird,S507M3MM9JDXCLPDT,srodki_lacznosci
11786,Radiostacja nasobna,FK7HR5R59HU284M03,srodki_lacznosci
11787,Glauberyt PM-98,J3R9LNLM5N3086NX6,bron
11788,H&K G36,EY9PY8HW85PNT00F7,bron
11789,Terminal Bluebird,WLFKHSJ51GJCDG7SR,srodki_lacznosci
11790,Hyundai Tucson,UD4E2PB181XS2YWVY,pojazd
11791,Glock 19,FT88C5TS3HBK1NVFR,bron
11792,HK UMP,7SD9YDL81AUN0TVC4,bron
11793,Kamizelka kuloodporna,RRNS82C31ZCAJ3HSV,inne
11794,Terminal Bluebird,78SJMY2D3AF7KW7X0,srodki_lacznosci
11795,Walther P99,1WTW8M4U2K643L4CF,bron
11796,BMW serii 3,XKHZ332G9PPAHHDGT,pojazd
11797,Volkswagen Crafter,XJWHGGB36AU8T5V13,pojazd
11798,Volkswagen Transporter,RR66ZFA56VYNWBZFY,pojazd
11799,Kia Ceed III,MS9C6UE07U4GTB0DU,pojazd
11800,H&K MP5A3,G95P6TMN0ZDEBU1E5,bron
11801,Terminal Bluebird,18295ZGR4L1VE23YS,srodki_lacznosci
11802,Opel Crossland X,0C78DUYV1JRP2R3X1,pojazd
11803,Apteczka taktyczna,PD6636RG7UZPTZ33S,inne
11804,Beretta APX,JE48GHH28ZW9MTGSE,bron
11805,Toyota Corolla,J5N4HFJ08BDSRFG96,pojazd
11806,HK UMP,0YG2F8WBX8H0KNMRA,bron
11807,Latarka taktyczna,V1GDYTF54GFK96LRC,inne
11808,Glock 26,L0W57V1K6CMB73EM1,bron
11809,Latarka taktyczna,XS2V44KG0ECY4995U,inne
11810,Radiostacja nasobna,P2KP5LBM5YEGY4SA2,srodki_lacznosci
11811,Kajdanki,YLK37XB02G95PUE55,inne
11812,Radiostacja nasobna,YUTLXXHZ0J5J2VH6T,srodki_lacznosci
11813,Terminal Bluebird,WGAJ8EZU0S4HUE6GH,srodki_lacznosci
11814,Walther P99,KFGY4PNE51XBXX4VV,bron
11815,Glauberyt PM-98,5BKTWCB825LCGVUJA,bron
11816,Glock 26,F33A0GRS77H0SU9K9,bron
11817,Radiostacja nasobna,KRPBJ82K3NSB4LPN2,srodki_lacznosci
11818,Kajdanki,BLMYYGT09P0RY5MVK,inne
11819,Apteczka taktyczna,3UBDL6NX8L09GNT04,inne
11820,Apteczka taktyczna,9FB5TZLU3MMDH304G,inne
11821,Kia Ceed III,PUASA5E7340C7DLD1,pojazd
11822,Volkswagen Transporter,6GMTEX410F7P590WS,pojazd
11823,Radiostacja nasobna,UMU0J6EF8M75F2S5E,srodki_lacznosci
11824,Terminal Bluebird,8M7MYL0C1W0ASWXDZ,srodki_lacznosci
11825,Opel Crossland X,8ZK0HGB85YG3GKDU3,pojazd
11826,Kajdanki,MM653UNB7AC2NM313,inne
11827,Toyota Corolla,BFW0X9P10EY97S6AH,pojazd
11828,Alkomat AlcoQuant 6020,0KE1NNBU5MCL5UD39,inne
11829,Beretta APX,U310EJYU51D1475HJ,bron
11830,Radiostacja nasobna,HLZ9GJNX606JU646D,srodki_lacznosci
11831,Apteczka taktyczna,07ZK3JPA1L4C304KS,inne
11832,Radiostacja nasobna,XB91E2UN5RRTC6G6U,srodki_lacznosci
11833,Hyundai Tucson,3GDZ9MG27M4GM9MNC,pojazd
11834,Radiostacja nasobna,PC7EPBZ59704E8SVM,srodki_lacznosci
11835,Radiostacja nasobna,ATGWW4VX2F538PR1N,srodki_lacznosci
11836,H&K G36,F6VA73F03KTEVCNXR,bron
11837,Apteczka taktyczna,G47PH95E3WA9J1NVP,inne
11838,Alkomat AlcoQuant 6020,5AN6MX4B9LAMK7MHC,inne
11839,H&K G36,ELNYB98W5C4M0WCD9,bron
11840,Latarka taktyczna,HTZU3JSS3ZY09W8ZF,inne
11841,BMW serii 3,G78FJ0BH4E59GA0G6,pojazd
11842,Terminal Bluebird,ESKZN5MC6BEY4PBPY,srodki_lacznosci
11843,Radiostacja nasobna,FZB5LXRL0B4U9EZSF,srodki_lacznosci
11844,Kamizelka kuloodporna,M8R4Y5UL3Y5356X2A,inne
11845,Toyota Corolla,72G3KRMVXAR4NM7CW,pojazd
11846,Alkomat AlcoQuant 6020,NHPLHBXG6B31U22SD,inne
11847,Radiostacja nasobna,2YZU3Y506SUP1EFTP,srodki_lacznosci
11848,Hyundai Tucson,09JP4GGM42A535MDR,pojazd
11849,Kamizelka kuloodporna,M1MSPZ9F2KUTRYSNS,inne
11850,Radiostacja nasobna,0M6TJH9F7VHP7PU2Y,srodki_lacznosci
11851,Radiostacja nasobna,7DU7S20X94YDUT41X,srodki_lacznosci
11852,Terminal Bluebird,TU7HBW94XYRBMMF9W,srodki_lacznosci
11853,Sako TRG-21,R56NBHLL9N7X481HK,bron
11854,Apteczka taktyczna,D7HFUHT352EJXSEG4,inne
11855,Kia Ceed III,1A9YGGBA8B623P4VA,pojazd
11856,Toyota Corolla,N5MU7K5455GM86E3L,pojazd
11857,Radiostacja nasobna,UXUGUMR7X49HG9UXH,srodki_lacznosci
11858,BMW serii 3,YMC9YNNN7S8G8E6ED,pojazd
11859,Glock 19,GGMFK3YSXLDJEVJXB,bron
11860,Hyundai Tucson,JVJS3W3N53DYGRTBX,pojazd
11861,Terminal Bluebird,M1U18SDV1H35FTMXG,srodki_lacznosci
11862,Radiostacja nasobna,TY2EYB4U3PENFZJ9W,srodki_lacznosci
11863,Alkomat AlcoQuant 6020,BVYNYWUF4R5CTJCBD,inne
11864,Skoda Superb,5V41RLNH2V7AKW88M,pojazd
11865,Radiostacja nasobna,5ET875S260W85GGSN,srodki_lacznosci
11866,Walther P99,HV38TDS6XXL40KYU7,bron
11867,Alkomat AlcoQuant 6020,HE3TR70Y8M4W8L0S0,inne
11868,Radiostacja nasobna,9AMJ6PEA5E0YAN0ZG,srodki_lacznosci
11869,Glock 26,S7JL3VAJ9GKH1KRH7,bron
11870,Glock 19,ZNMTW5XC6CGD2493R,bron
11871,Volkswagen Transporter,4TB839JS6RA759WNL,pojazd
11872,Volkswagen Crafter,5ZNAUWS56WZFUYJFV,pojazd
11873,Opel Crossland X,XRPX05DG55FLUW78A,pojazd
11874,Radiostacja nasobna,626Y5UXD7AP47634W,srodki_lacznosci
11875,Radiostacja nasobna,AZRBGWZW2VY8MTYC2,srodki_lacznosci
11876,Skoda Superb,BV5HYECY3X3RLBAPD,pojazd
11877,Terminal Bluebird,NE1X6L4807GJ0YLE5,srodki_lacznosci
11878,Terminal Bluebird,KY8CA5YU4U8A8TR96,srodki_lacznosci
11879,Glock 26,NGLER6611YD6GMY7Y,bron
11880,Kamizelka kuloodporna,RELGHPZB2S9C21XPG,inne
11881,Terminal Bluebird,BG1GGEM948GF97N6N,srodki_lacznosci
11882,Kajdanki,LZLUXDX52P8WUVRVV,inne
11883,Radiostacja nasobna,VFREAW8U03KBG4ZZU,srodki_lacznosci
11884,H&K G36,NXZKZD3C014AFY3PA,bron
11885,Apteczka taktyczna,41SH8CET83068X2TD,inne
11886,Radiostacja nasobna,KAP7JT3487XSWSFG5,srodki_lacznosci
11887,Radiostacja nasobna,CTD92GUM0SV0B8T9F,srodki_lacznosci
11888,Kamizelka kuloodporna,4E2GV6TX5ZBC3XKGC,inne
11889,Opel Crossland X,M8R49MHF06GRXGFNM,pojazd
11890,Latarka taktyczna,MLGMUB9A20V90XD1N,inne
11891,Latarka taktyczna,FUCAU7F64RD23BKXM,inne
11892,Terminal Bluebird,SEB98YVT255WWN9LY,srodki_lacznosci
11893,Terminal Bluebird,9HV66X69075HWZ52K,srodki_lacznosci
11894,H&K MP5A3,1BWF45229F765NCW7,bron
11895,Skoda Superb,8DK4GLF6525632PT7,pojazd
11896,Radiostacja nasobna,D93MUD8Y9P2M5621G,srodki_lacznosci
11897,Volkswagen Transporter,KC46M7GG2SYZLWH3Z,pojazd
11898,Radiostacja nasobna,8T56JXC985DUUZTM3,srodki_lacznosci
11899,Apteczka taktyczna,6JPC9FW18XYRPPWAV,inne
11900,Glock 26,VD4AKP3E5YL65D0F1,bron
11901,Terminal Bluebird,SK65U3UU5DBLSDZ0U,srodki_lacznosci
11902,Hyundai Tucson,2T6GMHL4608Y5TD7L,pojazd
11903,Volkswagen Crafter,T5VHV3PP5HK5YHHDX,pojazd
11904,Latarka taktyczna,E8DBMNTNXTUKCY4RB,inne
11905,Alkomat AlcoQuant 6020,6P5GF9NV4WNX9KRX3,inne
11906,Apteczka taktyczna,2MUFL5N2266XSC45F,inne
11907,Tonfa,LPDWHG28XJM90WNL6,bron
11908,Skoda Superb,TECZK37ZXSJLYGBMA,pojazd
11909,Volkswagen Crafter,N3VBSW49X84E89K8H,pojazd
11910,Terminal Bluebird,GZ2ZGE4U03T70LT6C,srodki_lacznosci
11911,Volkswagen Crafter,L3GWGZKA7CBKZYADL,pojazd
11912,Apteczka taktyczna,N9TAU4U180A6L981Z,inne
11913,H&K G36,SXVFSD104R5PYB9DN,bron
11914,Terminal Bluebird,US0SZ1P12WEWSCNCE,srodki_lacznosci
11915,Kia Ceed III,15RY5LER3MD896DU9,pojazd
11916,Opel Crossland X,HL212PJP9H3A0WKPR,pojazd
11917,Urzadzenie do detekcji narkotykow AlereTM DDS 2,13V2DDR15YHCE9L2B,inne
11918,Radiostacja nasobna,8BD5BYXR0L5JN9KGV,srodki_lacznosci
11919,Terminal Bluebird,P9ZDXMPA53S235AZA,srodki_lacznosci
11920,Alkomat AlcoQuant 6020,NZTD5UZJ9DWHCVEED,inne
11921,Alkomat AlcoQuant 6020,19SM5X0T487YZA4M5,inne
11922,Radiostacja nasobna,2WVUWHJ962Z71HAMM,srodki_lacznosci
11923,H&K MP5A3,XS441W289EH8APV8W,bron
11924,Terminal Bluebird,CU7UEESGXUSX5UBDW,srodki_lacznosci
11925,Terminal Bluebird,H6ZL3D846CGZ5557K,srodki_lacznosci
11926,Radiostacja nasobna,ZVAYCANL7NKUK5Z6S,srodki_lacznosci
11927,BMW serii 3,DZ0E973M614JTA8FP,pojazd
11928,H&K G36,UCTE8GU56U7J6UF2N,bron
11929,Kajdanki,D4CUR1Y986AHYPATA,inne
11930,Glock 19,GZ5AXFPE09E7VGDJE,bron
11931,BMW serii 3,PLDFB6B547GW9N9ST,pojazd
11932,Radiostacja nasobna,4MBWDKK59HVYM6U2H,srodki_lacznosci
11933,Hyundai Tucson,47S9XSEN372JW7019,pojazd
11934,Kajdanki,9MW4EESZ2WBNMHN9R,inne
11935,Terminal Bluebird,HWCKSMBD1WZA2F6NR,srodki_lacznosci
11936,Glock 19,CT7EYDCAXD4WU4TCK,bron
11937,Radiostacja nasobna,44W7737X4RCBRUP6U,srodki_lacznosci
11938,Hyundai Tucson,SP8VN1RP6X76XW3BF,pojazd
11939,Terminal Bluebird,H5Z3LFP109F4BREXR,srodki_lacznosci
11940,H&K MP5A3,VJTB0D3Z10LD2AA9S,bron
11941,Kajdanki,ZD19XJFV5MV90BL0R,inne
11942,Skoda Superb,PTFH0MSK54GA9EJ8L,pojazd
11943,Latarka taktyczna,C5PYYPCR4C0ZMF5BL,inne
11944,Kamizelka kuloodporna,NTDN80Z157829KSVG,inne
11945,Sako TRG-21,7ZSBE9MEXAZKYMFMH,bron
11946,Radiostacja nasobna,B4EWX35P5ULCXK0BU,srodki_lacznosci
11947,Walther P99,SK6XK9LL3HVX9E1XC,bron
11948,Terminal Bluebird,XEAFE3Z96FVH2TFGS,srodki_lacznosci
11949,Glauberyt PM-98,EKV3VZF75E9HRU6BL,bron
11950,Radiostacja nasobna,7URJ9YD73DP5URYX6,srodki_lacznosci
11951,Glock 17,FPFMFM8R9F313VDVC,bron
11952,Radiostacja nasobna,DYWTK9LS14CR3245K,srodki_lacznosci
11953,Glock 19,TT7UB2796PL5G2SU8,bron
11954,Terminal Bluebird,U81RG6S2308BDZYJU,srodki_lacznosci
11955,Volkswagen Crafter,S6V3D0680P07XJ338,pojazd
11956,Terminal Bluebird,1ZZVPYCB3FWUAN7M7,srodki_lacznosci
11957,Radiostacja nasobna,55RFMP4H12X2A0AY1,srodki_lacznosci
11958,Glock 19,E6D16D4M5F6STHUDB,bron
11959,Radiostacja nasobna,CE696P4E5Y7V3BBEV,srodki_lacznosci
11960,Volkswagen Transporter,GP26FKLX9XKAA148B,pojazd
11961,Kia Ceed III,8L6MWKBT84F51KB0W,pojazd
11962,Terminal Bluebird,M0PPPTM897WPLF3ZF,srodki_lacznosci
11963,Volkswagen Crafter,25GVKX68XA6Z0HCHS,pojazd
11964,Kajdanki,8NM9KDB61TAZLU77S,inne
11965,Kajdanki,2GN0XYGN3WHBVE57K,inne
11966,Radiostacja nasobna,S6RNU1X46ZF4YHJAC,srodki_lacznosci
11967,Terminal Bluebird,BD8D1ZGL6LBCF8SGJ,srodki_lacznosci
11968,Kajdanki,VN737VDT8FD01JA1V,inne
11969,H&K MP5A3,6GH1BGWK43Z577PKE,bron
11970,Terminal Bluebird,034LN3VD9641V5F5A,srodki_lacznosci
11971,Urzadzenie do detekcji narkotykow AlereTM DDS 2,05T944RD1ABMGVR2Z,inne
11972,Beretta APX,GR20AN7CXW60FV08P,bron
11973,Terminal Bluebird,049XDK2M2KUD6PPMS,srodki_lacznosci
11974,Terminal Bluebird,SRT806W230JU5BHDS,srodki_lacznosci
11975,Kajdanki,JL2LFPVZ68JPGE6F9,inne
11976,Radiostacja nasobna,LHJNWEEG6WJWVTMGU,srodki_lacznosci
11977,Hyundai Tucson,8KD2263U5CBJVZ8M2,pojazd
11978,Kamizelka kuloodporna,PLEH644818ZVT11F6,inne
11979,Glock 26,XXYFGSE235L2971JL,bron
11980,H&K G36,WFJ3UG6028KN20C0G,bron
11981,Terminal Bluebird,F2LR3EX3XV6H1HA7W,srodki_lacznosci
11982,Terminal Bluebird,82PJYZPV2CZH5F0XJ,srodki_lacznosci
11983,Hyundai Tucson,AYC4M7M1060NY5YPA,pojazd
11984,Glock 26,UMVLSX0G9MUE27D6L,bron
11985,Terminal Bluebird,FD36H4N26FL8SCU4B,srodki_lacznosci
11986,Terminal Bluebird,73HFL5RX9KEV7W97W,srodki_lacznosci
11987,Skoda Superb,WSX7WLCR4R0RRJ843,pojazd
11988,Hyundai Tucson,EFVRX745XMCWKT9TF,pojazd
11989,Latarka taktyczna,ZU9UU1SE64FX0EDEN,inne
11990,Radiostacja nasobna,0S5MR4DU28Y0W4JWA,srodki_lacznosci
11991,Terminal Bluebird,JU3CC2N16TVZKPMVE,srodki_lacznosci
11992,Apteczka taktyczna,LX24RB7T4BSAFTANV,inne
11993,Sako TRG-21,EV69HLFS0J980J5XC,bron
11994,Kia Ceed III,6BBE1LEB6AVEEZVGY,pojazd
11995,Apteczka taktyczna,DLWUVUT63S651T3SD,inne
11996,Toyota Corolla,37EJD3Y53C3BBWCYJ,pojazd
11997,Volkswagen Transporter,2XE3JPB78383J8LEN,pojazd
11998,Terminal Bluebird,5005R5H92JEJ9YF32,srodki_lacznosci
11999,Latarka taktyczna,GJHG9PSY1UNJJ87MR,inne
12000,Glauberyt PM-98,F961D9P55X23ZVMAN,bron
12001,H&K MP5A3,CXB7LBLH03NSEN6ND,bron
12002,Kia Ceed III,JJFTVB7M3ETU5E3R9,pojazd
12003,Glock 17,K87P2LEZX8C246DF4,bron
12004,Kia Ceed III,85FYSFYT3KD287LUG,pojazd
12005,Kajdanki,FZAUTDPD2527J6MY4,inne
12006,Terminal Bluebird,66K6RFR30W940VH7Z,srodki_lacznosci
12007,H&K MP5A3,BFU8PSSX7KLXE2DY1,bron
12008,Glock 26,DCLFU5DA4RDYJXMD6,bron
12009,Apteczka taktyczna,7MVZ5CJF5D8Z3BXVH,inne
12010,Glauberyt PM-98,VGL1G9231H6YXRLAL,bron
12011,Alkomat AlcoQuant 6020,WCYSK0P123XRZFSND,inne
12012,Walther P99,R7ZZKCXV03ZZ4FVP7,bron
12013,Radiostacja nasobna,VZGM8WDA34NMASNZN,srodki_lacznosci
12014,Terminal Bluebird,AJAU8U9A50PCVXX5B,srodki_lacznosci
12015,Opel Crossland X,6HHTRPMC0186LMURK,pojazd
12016,Volkswagen Crafter,KVCL93R56EAYDUCJS,pojazd
12017,Glauberyt PM-98,PEH2XPCX51U3DS9W5,bron
12018,Glock 17,TDGZ859F663PYTUA3,bron
12019,Latarka taktyczna,FL8CHL7497MXJNW7A,inne
12020,Kajdanki,KF8WFR4M015Z29MMM,inne
12021,Toyota Corolla,GWSF8BF399DBD4CDF,pojazd
12022,HK UMP,BTKBADEC6WG8YF8VZ,bron
12023,Toyota Corolla,FYLDDGXD25F2SE11X,pojazd
12024,Radiostacja nasobna,7P4RJC1F4HYX6CBP9,srodki_lacznosci
12025,Skoda Superb,2R5UE8UF4R6WRFARH,pojazd
12026,H&K G36,JZXLSJYN4NZRS4MR3,bron
12027,Hyundai Tucson,BSUPK0RN90C90GJ6M,pojazd
12028,Terminal Bluebird,Z4JLMAB71CKWR38KJ,srodki_lacznosci
12029,Radiostacja nasobna,JJ8CUNNK4136ZZACU,srodki_lacznosci
12030,H&K G36,J0C3R9CW34460WFG0,bron
12031,Latarka taktyczna,CDJFZGWX35Y0EEUCH,inne
12032,Tonfa,D5TRCCJ61UTVDVFXC,bron
12033,Kajdanki,4N4A4A969EXHHWLAL,inne
12034,Walther P99,2WFHUBJ8XJLGVDWLG,bron
12035,Radiostacja nasobna,1DEYVG4S02NM308HC,srodki_lacznosci
12036,Sako TRG-21,ZFMZ9P5K0P22SX59H,bron
12037,Glauberyt PM-98,GZ3VV0PY478KSGSHG,bron
12038,Radiostacja nasobna,98N3N1VB4J1R1VSCJ,srodki_lacznosci
12039,Radiostacja nasobna,1YYC3VS19XUUUEXF4,srodki_lacznosci
12040,Hyundai Tucson,Y9RSCA446FLMRMP9W,pojazd
12041,Kia Ceed III,7RAPFS29X7HDA55A6,pojazd
12042,Skoda Superb,PYNNT1T087LDXV4RJ,pojazd
12043,Toyota Corolla,V7N1YFG73AZKLV5BN,pojazd
12044,Radiostacja nasobna,73DWJC7NX1ZRLRBSE,srodki_lacznosci
12045,Terminal Bluebird,TP6P4MG5X70NZJC2C,srodki_lacznosci
12046,Terminal Bluebird,PUD6MXUY0TR5BMDNJ,srodki_lacznosci
12047,Apteczka taktyczna,V73SURF22A3TEA5D4,inne
12048,HK UMP,0TNRF67CX99EDSXXU,bron
12049,BMW serii 3,G2HM93BZ1WNP7B6T1,pojazd
12050,Terminal Bluebird,RK452FL7167264MAY,srodki_lacznosci
12051,Walther P99,UR4U6PKT5ERETVNYE,bron
12052,H&K G36,FAPC340T2RHJM8ND3,bron
12053,Kia Ceed III,R35W7F3U2D2EKWKHP,pojazd
12054,Kia Ceed III,JBZYAZ5T3N09RD892,pojazd
12055,Latarka taktyczna,D4MN7U4C28DJSZ4KE,inne
12056,Glauberyt PM-98,HAFF4P4U5HBZ9GGKB,bron
12057,Tonfa,BPLDRLMS1Y695MD7T,bron
12058,Glock 17,KUJWVEBZ6N2PMRLMF,bron
12059,Terminal Bluebird,BZJMN7NE66N6SWW42,srodki_lacznosci
12060,Apteczka taktyczna,LCVKVGKW0GGBSDWFN,inne
12061,Glauberyt PM-98,3MYAKT3L6SVYZDEUA,bron
12062,Toyota Corolla,E94AJA1L6WNUTYJL8,pojazd
12063,Toyota Corolla,F6MEY89A87S1SJ94M,pojazd
12064,Skoda Superb,9EYX72VY546H0BBUY,pojazd
12065,Radiostacja nasobna,68LXKWCS85HWBW4B1,srodki_lacznosci
12066,HK UMP,5UUTHNW93R4WN3NS8,bron
12067,Volkswagen Transporter,AMZJSPA989G16NB8L,pojazd
12068,Radiostacja nasobna,FSYNG6A04P055B98M,srodki_lacznosci
12069,H&K MP5A3,9PWKS1001FCNZHP4Y,bron
12070,Radiostacja nasobna,UT4W9ELB4K18UB5PK,srodki_lacznosci
12071,Glock 19,GZD3NVRX073LXXHEB,bron
12072,Sako TRG-21,B4S7M5KJ0KB0NSDM2,bron
12073,Terminal Bluebird,VYENYEW272UMU30SC,srodki_lacznosci
12074,Terminal Bluebird,CP44URNZ7Z6BE0LF3,srodki_lacznosci
12075,Terminal Bluebird,44WJL9RDXX8AR6U12,srodki_lacznosci
12076,Latarka taktyczna,TTZTVRLN4J5CRK25S,inne
12077,Terminal Bluebird,BLH8KYUG4TGP3XFS8,srodki_lacznosci
12078,Alkomat AlcoQuant 6020,5KB0RV2V74HWY8CVU,inne
12079,Terminal Bluebird,MZBHMTXL5NB3XVETZ,srodki_lacznosci
12080,Kamizelka kuloodporna,4011W5F970P4JJ122,inne
12081,Radiostacja nasobna,ZPAJP8SJX1STV9JR6,srodki_lacznosci
12082,Alkomat AlcoQuant 6020,T1E693BTXNEKCUR52,inne
12083,Volkswagen Transporter,PY9TE39X13A0WUU8F,pojazd
12084,Radiostacja nasobna,J0MT4CN16WGYS78HU,srodki_lacznosci
12085,Terminal Bluebird,KEPF79505F9MGPGSP,srodki_lacznosci
12086,Walther P99,R7GSSP3E5WDGVEER8,bron
12087,Terminal Bluebird,YXHT6XMR97UZLSUHG,srodki_lacznosci
12088,BMW serii 3,RY9EDNNH99KCC8UAG,pojazd
12089,Latarka taktyczna,XXKEA44987JA3HYCS,inne
12090,Opel Crossland X,PL242G0SXNHBV95RP,pojazd
12091,Kajdanki,XSZXRUY62196SUK2W,inne
12092,Terminal Bluebird,K1VBKJ5U1Y107U5WY,srodki_lacznosci
12093,Terminal Bluebird,89JLW5VJ8P5JP9RVS,srodki_lacznosci
12094,Kamizelka kuloodporna,0WAYBX9090ABYMB7U,inne
12095,Volkswagen Transporter,12V0ZNWJ22DZUMXER,pojazd
12096,H&K MP5A3,JY1EC8HG74MXNKXRZ,bron
12097,Sako TRG-21,1KMVDEL84XKS4WCNH,bron
12098,Sako TRG-21,7NZNTM176ZNHRPBL9,bron
12099,Terminal Bluebird,8LH5WJ2J57EF1HCFP,srodki_lacznosci
12100,Urzadzenie do detekcji narkotykow AlereTM DDS 2,3M4CRVKX1EZHB90X9,inne
12101,Glock 26,DUWXVCMS15Y6Z4RXS,bron
12102,Radiostacja nasobna,HMLZT785095B1C570,srodki_lacznosci
12103,Latarka taktyczna,ST5P90WS2G2XLPDS7,inne
12104,Terminal Bluebird,41NY0GH67BX70RKS2,srodki_lacznosci
12105,Glock 26,2UXNSEP48Z5FZ8YTC,bron
12106,Sako TRG-21,9YV62TDL4PL463K0H,bron
12107,Walther P99,BS2RJY8N4WN1UKL7R,bron
12108,Opel Crossland X,SY4VT57E7L8C8UUTD,pojazd
12109,Skoda Superb,SNBRP52W4TD20YBSX,pojazd
12110,Skoda Superb,BH4WFG3G4WP1G934J,pojazd
12111,Glock 26,X5B25KWG3LNRPMS2H,bron
12112,Terminal Bluebird,7BYTD87J9383HLTEL,srodki_lacznosci
