ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
3684,Komisariat 3685,"al. Tylna 710
62-051 Nowa Sol",13
3685,Komisariat 3686,"pl. Zakole 433
92-818 aziska Gorne",14
3686,Komisariat 3687,"al. Piwna 05
98-287 Pock",7
3687,Komisariat 3688,"aleja Partyzantow 77/10
98-317 Knurow",5
3688,Komisariat 3689,"plac Zbozowa 62/76
91-186 Gdynia",6
3689,Komisariat 3690,"ul. Wiazowa 81
32-598 Zawiercie",7
3690,Komisariat 3691,"ul. Turkusowa 32
64-418 Wrzesnia",7
3691,Komisariat 3692,"ulica Topolowa 75
08-600 Grodzisk Mazowiecki",13
3692,Komisariat 3693,"pl. Wypoczynkowa 468
56-681 Zawiercie",6
3693,Komisariat 3694,"plac Sciegiennego 77
83-032 Wrzesnia",6
3694,Komisariat 3695,"ul. Podlesna 707
68-193 Krasnik",7
3695,Komisariat 3696,"ulica Dobra 60
19-786 Krotoszyn",12
3696,Komisariat 3697,"ul. Grottgera 76/60
18-308 Koo",9
3697,Komisariat 3698,"aleja Sportowa 68/95
87-203 Bytom",13
3698,Komisariat 3699,"ul. Klonowa 52/71
05-300 Bielsko-Biaa",12
3699,Komisariat 3700,"aleja Okrzei 50/37
78-297 Tarnobrzeg",9
3700,Komisariat 3701,"plac Sowackiego 848
57-294 Bochnia",12
3701,Komisariat 3702,"ul. Kwiatowa 99
53-739 Raciborz",10
3702,Komisariat 3703,"al. Gowackiego 94/98
06-837 Ponsk",8
3703,Komisariat 3704,"pl. Swierkowa 859
67-760 Konin",9
3704,Komisariat 3705,"al. Ceglana 32
57-193 Jelenia Gora",12
3705,Komisariat 3706,"al. Sosnowa 602
78-196 Wrocaw",6
3706,Komisariat 3707,"al. Borowkowa 28
40-122 Lubliniec",11
3707,Komisariat 3708,"ul. Rybacka 03
04-232 Konin",2
3708,Komisariat 3709,"plac Zwyciestwa 56
98-105 Brzeg",9
3709,Komisariat 3710,"al. Jagiellonska 383
18-789 Jaso",13
3710,Komisariat 3711,"ul. Leszczynowa 50
26-913 Czerwionka-Leszczyny",8
3711,Komisariat 3712,"ul. Rozana 82/02
26-533 Zawiercie",11
3712,Komisariat 3713,"ulica Kowalska 76
57-924 Bartoszyce",12
3713,Komisariat 3714,"ul. Szkolna 52
19-524 Kielce",9
3714,Komisariat 3715,"al. Batycka 939
09-507 Marki",5
3715,Komisariat 3716,"al. Brzoskwiniowa 421
89-297 Torun",11
3716,Komisariat 3717,"ulica Batycka 42
20-901 Brodnica",15
3717,Komisariat 3718,"aleja Listopada 02/75
18-469 Turek",12
3718,Komisariat 3719,"pl. Zwirowa 49/43
11-485 Bochnia",10
3719,Komisariat 3720,"ul. Rejtana 841
21-201 Piotrkow Trybunalski",13
3720,Komisariat 3721,"ulica Zeromskiego 752
02-563 Sroda Wielkopolska",5
3721,Komisariat 3722,"aleja Zakole 15/76
12-832 Legionowo",4
3722,Komisariat 3723,"ulica Lwowska 97
78-951 Zyrardow",9
3723,Komisariat 3724,"plac Bukowa 072
13-453 Siemianowice Slaskie",12
3724,Komisariat 3725,"pl. Listopada 88/31
30-501 Konin",11
3725,Komisariat 3726,"ul. Stawowa 002
23-238 Nowa Ruda",6
3726,Komisariat 3727,"ul. Poznanska 07/85
54-159 Stargard Szczecinski",13
3727,Komisariat 3728,"ulica aczna 22/81
61-966 Mawa",9
3728,Komisariat 3729,"ulica Sucharskiego 48/13
94-740 Jelenia Gora",9
3729,Komisariat 3730,"ulica Kalinowa 59/95
14-057 Jastrzebie-Zdroj",11
3730,Komisariat 3731,"aleja Warszawska 34
95-251 Zywiec",11
3731,Komisariat 3732,"aleja Konarskiego 33
16-217 Bigoraj",14
3732,Komisariat 3733,"plac Bydgoska 914
97-946 Rybnik",8
3733,Komisariat 3734,"al. Narcyzowa 53/56
01-664 Siemianowice Slaskie",11
3734,Komisariat 3735,"aleja Mynska 73/02
26-229 Nowy Targ",10
3735,Komisariat 3736,"pl. Borowa 12/09
38-414 Otwock",8
3736,Komisariat 3737,"al. Maczka 322
84-808 Grudziadz",9
3737,Komisariat 3738,"al. Piastowska 87/56
67-204 Tarnow",5
3738,Komisariat 3739,"pl. Perowa 77/15
40-376 Zielona Gora",11
3739,Komisariat 3740,"al. Grzybowa 086
74-789 Zgorzelec",14
3740,Komisariat 3741,"aleja Owocowa 63/61
65-412 Mawa",12
3741,Komisariat 3742,"ulica Morcinka 792
27-985 Sroda Wielkopolska",19
3742,Komisariat 3743,"plac Wspolna 991
67-243 Warszawa",12
3743,Komisariat 3744,"ulica Krasinskiego 59/73
53-720 Olsztyn",14
3744,Komisariat 3745,"aleja Wojciecha 199
89-523 odz",12
3745,Komisariat 3746,"al. Bukowa 21/11
06-386 Koobrzeg",6
3746,Komisariat 3747,"al. Sienkiewicza 92
68-407 Czerwionka-Leszczyny",12
3747,Komisariat 3748,"al. Turystyczna 045
40-946 Ostroda",3
3748,Komisariat 3749,"pl. Staffa 78
80-631 Gliwice",10
3749,Komisariat 3750,"ul. Srebrna 40
35-295 Starachowice",8
3750,Komisariat 3751,"plac Kusocinskiego 366
59-306 aziska Gorne",11
3751,Komisariat 3752,"ulica Jarzebinowa 56/69
49-556 Zabrze",11
3752,Komisariat 3753,"plac Ciasna 12
75-759 Ostroeka",16
3753,Komisariat 3754,"pl. Sybirakow 89/44
96-402 Opole",10
3754,Komisariat 3755,"al. Jaowcowa 67/49
57-743 Siedlce",8
3755,Komisariat 3756,"ul. Makuszynskiego 443
91-385 Nowy Dwor Mazowiecki",8
3756,Komisariat 3757,"al. Koataja 29
33-249 Pruszkow",14
3757,Komisariat 3758,"ulica Solidarnosci 758
63-081 Pruszkow",13
3758,Komisariat 3759,"ulica Sportowa 89/42
48-391 Knurow",5
3759,Komisariat 3760,"plac Robotnicza 67
91-154 Koo",11
3760,Komisariat 3761,"pl. Koscielna 478
84-258 Stargard Szczecinski",7
3761,Komisariat 3762,"ulica akowa 362
95-924 Kwidzyn",13
3762,Komisariat 3763,"aleja Promienna 38/03
17-233 Gizycko",5
3763,Komisariat 3764,"pl. Gorna 90/93
58-253 Koobrzeg",17
3764,Komisariat 3765,"pl. Jodowa 65/95
26-481 Kluczbork",8
3765,Komisariat 3766,"pl. Nakowskiej 720
98-870 Swietochowice",13
3766,Komisariat 3767,"ul. Maa 35/13
83-264 Zawiercie",12
3767,Komisariat 3768,"al. Wyspianskiego 921
25-632 Ponsk",10
3768,Komisariat 3769,"plac Dziakowa 71
51-782 Nowa Ruda",15
3769,Komisariat 3770,"ulica Kazimierza Wielkiego 649
50-233 Pruszcz Gdanski",13
3770,Komisariat 3771,"plac Kosciuszki 074
88-398 Sopot",9
3771,Komisariat 3772,"al. Jana Pawa II 976
77-183 Grudziadz",11
3772,Komisariat 3773,"ulica Dobra 236
07-793 Wyszkow",12
3773,Komisariat 3774,"al. Agrestowa 60/46
06-973 Ponsk",14
3774,Komisariat 3775,"aleja Batycka 09/56
15-129 Warszawa",12
3775,Komisariat 3776,"al. Mynarska 024
92-425 Sopot",6
3776,Komisariat 3777,"pl. Pomorska 006
64-335 Gogow",10
3777,Komisariat 3778,"pl. Majowa 924
46-679 Skawina",11
3778,Komisariat 3779,"ul. Ceglana 85
16-288 Brzeg",3
3779,Komisariat 3780,"ul. Turystyczna 94/26
93-465 Otwock",12
3780,Komisariat 3781,"pl. Kaliska 34/35
62-172 Czeladz",15
3781,Komisariat 3782,"aleja Wilcza 247
87-811 Skierniewice",6
3782,Komisariat 3783,"al. Gaczynskiego 05/67
34-773 Ostroeka",11
3783,Komisariat 3784,"ulica Pocztowa 61/94
55-355 Zamosc",6
3784,Komisariat 3785,"ul. Wiatraczna 38
95-188 Bytom",11
3785,Komisariat 3786,"ul. Lwowska 99
27-445 Tarnowskie Gory",6
3786,Komisariat 3787,"plac Wspolna 29/75
12-753 Jastrzebie-Zdroj",6
3787,Komisariat 3788,"ul. Zacisze 026
65-964 Pia",13
3788,Komisariat 3789,"plac Daleka 60/80
88-561 Polkowice",11
3789,Komisariat 3790,"plac Konwaliowa 68
27-201 Pszczyna",6
3790,Komisariat 3791,"pl. Powstancow 261
77-220 Dzierzoniow",17
3791,Komisariat 3792,"pl. Parkowa 34/30
95-677 Jaso",9
3792,Komisariat 3793,"pl. Zdrojowa 53/51
76-794 Zgorzelec",9
3793,Komisariat 3794,"pl. Jastrzebia 57/70
90-098 Czechowice-Dziedzice",8
3794,Komisariat 3795,"al. Gowackiego 547
51-949 Swietochowice",10
3795,Komisariat 3796,"al. Daszynskiego 170
32-835 Biaa Podlaska",10
3796,Komisariat 3797,"al. Szmaragdowa 74
96-178 Nowa Sol",10
3797,Komisariat 3798,"aleja Zwyciestwa 96/14
07-655 ukow",5
3798,Komisariat 3799,"ulica Browarna 239
81-758 Oswiecim",12
3799,Komisariat 3800,"plac Warynskiego 11
43-293 Supsk",10
3800,Komisariat 3801,"ul. Wyspianskiego 033
66-979 Bolesawiec",3
3801,Komisariat 3802,"al. Sadowa 511
09-043 Zakopane",9
3802,Komisariat 3803,"ulica Zwyciestwa 29
92-224 Biaystok",23
3803,Komisariat 3804,"plac Swierkowa 98
78-742 Gdynia",9
3804,Komisariat 3805,"plac anowa 98/78
40-765 Police",9
3805,Komisariat 3806,"plac Cisowa 39
24-889 Zgorzelec",6
3806,Komisariat 3807,"ul. Wiatraczna 78/64
80-340 Krosno",11
3807,Komisariat 3808,"al. Narcyzowa 619
87-200 Marki",7
3808,Komisariat 3809,"ulica Jaworowa 742
46-607 Lublin",7
3809,Komisariat 3810,"ulica Nakowskiej 91
14-883 Olsztyn",10
3810,Komisariat 3811,"pl. Wczasowa 02/26
14-803 Tychy",12
3811,Komisariat 3812,"plac Wyzwolenia 07/02
72-531 Ostroeka",17
3812,Komisariat 3813,"ulica Torowa 671
59-156 Supsk",6
3813,Komisariat 3814,"al. Topolowa 830
96-983 Bielawa",16
3814,Komisariat 3815,"al. Skadowa 39
30-874 Gogow",12
3815,Komisariat 3816,"al. Fredry 91/12
04-788 Mawa",15
3816,Komisariat 3817,"plac Glowna 17/57
32-102 Bochnia",9
3817,Komisariat 3818,"plac Armii Krajowej 44
05-218 Torun",14
3818,Komisariat 3819,"ulica Lipowa 89
25-185 Czechowice-Dziedzice",12
3819,Komisariat 3820,"ul. Wyszynskiego 97/28
19-462 Jaworzno",12
3820,Komisariat 3821,"pl. Przemysowa 08/46
35-517 Debica",8
3821,Komisariat 3822,"pl. Poprzeczna 451
84-097 Ek",8
3822,Komisariat 3823,"aleja Fiokowa 160
71-053 Ostroeka",11
3823,Komisariat 3824,"ul. Kamienna 428
25-486 Cieszyn",15
3824,Komisariat 3825,"ul. Spacerowa 156
53-010 Zawiercie",10
3825,Komisariat 3826,"pl. Fredry 52/76
71-302 Otwock",7
3826,Komisariat 3827,"plac Sosnowa 384
16-829 Bechatow",9
3827,Komisariat 3828,"al. Poziomkowa 90/45
32-115 Szczytno",11
3828,Komisariat 3829,"plac Zbozowa 30/29
99-814 Gorzow Wielkopolski",7
3829,Komisariat 3830,"al. Rolnicza 845
57-288 Olesnica",5
3830,Komisariat 3831,"ul. Rzemieslnicza 22/45
06-992 Pock",11
3831,Komisariat 3832,"aleja Rycerska 69/03
09-360 Zakopane",11
3832,Komisariat 3833,"ulica Szkolna 39/37
04-663 Przemysl",12
3833,Komisariat 3834,"plac Sowia 81/61
28-120 Biaa Podlaska",13
3834,Komisariat 3835,"aleja Zielona 04
93-142 Torun",8
3835,Komisariat 3836,"plac Starowiejska 55
54-306 Zary",7
3836,Komisariat 3837,"ulica Modrzewiowa 182
82-729 Koscian",13
3837,Komisariat 3838,"al. Widok 91
01-495 Piekary Slaskie",7
3838,Komisariat 3839,"pl. Mysliwska 43/03
26-353 Gogow",9
3839,Komisariat 3840,"aleja Traugutta 03/63
57-066 Grudziadz",20
3840,Komisariat 3841,"plac Nakowskiej 22/32
97-954 ukow",5
3841,Komisariat 3842,"ul. Tulipanowa 16
90-348 Tychy",11
3842,Komisariat 3843,"ulica Spokojna 52
79-267 Gogow",19
3843,Komisariat 3844,"pl. Wczasowa 24/95
70-112 Lubartow",8
3844,Komisariat 3845,"al. Skrajna 19/95
11-277 Nysa",6
3845,Komisariat 3846,"plac Mynarska 74/46
08-830 Zambrow",14
3846,Komisariat 3847,"aleja Wierzbowa 37/49
96-611 Woomin",4
3847,Komisariat 3848,"ul. Ponocna 83
06-623 Jarosaw",7
3848,Komisariat 3849,"al. Jagodowa 82/43
50-032 Bartoszyce",15
3849,Komisariat 3850,"aleja Zaciszna 63/26
92-753 Dzierzoniow",14
3850,Komisariat 3851,"aleja Jaworowa 56/25
18-240 Zambrow",15
3851,Komisariat 3852,"plac Szymanowskiego 00/16
45-505 Mikoow",6
3852,Komisariat 3853,"al. Ciasna 796
62-983 Marki",6
3853,Komisariat 3854,"al. Szkolna 194
44-451 Siemianowice Slaskie",14
3854,Komisariat 3855,"ulica Wieniawskiego 41
25-559 Dzierzoniow",11
3855,Komisariat 3856,"al. Cegielniana 672
03-287 Konin",10
3856,Komisariat 3857,"al. Tysiaclecia 632
83-038 Bedzin",16
3857,Komisariat 3858,"ulica Mynska 53
41-762 Stargard Szczecinski",7
3858,Komisariat 3859,"ul. Wadysawa Jagiey 77
31-465 aziska Gorne",13
3859,Komisariat 3860,"aleja Stroma 37
74-616 Mawa",13
3860,Komisariat 3861,"aleja Kowalska 31
16-958 Woomin",8
3861,Komisariat 3862,"plac Perowa 46/84
47-598 Minsk Mazowiecki",8
3862,Komisariat 3863,"al. Poznanska 69
97-996 Stargard Szczecinski",9
3863,Komisariat 3864,"ul. Prusa 314
02-721 Szczecin",6
3864,Komisariat 3865,"ulica Maczka 06/01
82-323 Poznan",13
3865,Komisariat 3866,"plac Skodowskiej-Curie 91
08-766 Zabrze",7
3866,Komisariat 3867,"ul. Jaboniowa 568
01-936 Bielsk Podlaski",8
3867,Komisariat 3868,"ul. Jarzebinowa 055
20-787 Czerwionka-Leszczyny",5
3868,Komisariat 3869,"plac Sarnia 09
05-164 owicz",6
3869,Komisariat 3870,"ul. Bociania 15/99
97-913 Nowy Dwor Mazowiecki",14
3870,Komisariat 3871,"pl. Paacowa 804
93-033 Wocawek",14
3871,Komisariat 3872,"ulica Narcyzowa 57/30
24-136 Nowy Targ",10
3872,Komisariat 3873,"aleja Czestochowska 953
28-891 Biaystok",8
3873,Komisariat 3874,"aleja Magnoliowa 11
14-752 Piastow",11
3874,Komisariat 3875,"ulica Jodowa 61
43-333 Turek",11
3875,Komisariat 3876,"pl. Orzechowa 684
10-254 Stalowa Wola",10
3876,Komisariat 3877,"aleja Zwirki i Wigury 28
66-721 Radomsko",10
3877,Komisariat 3878,"al. Mynska 235
03-988 Radom",8
3878,Komisariat 3879,"ulica Piekarska 53
53-113 Piekary Slaskie",11
3879,Komisariat 3880,"aleja Bydgoska 44/15
53-569 Wyszkow",11
3880,Komisariat 3881,"ul. Towarowa 258
37-666 Bartoszyce",11
3881,Komisariat 3882,"ulica Krzywa 833
64-110 Tomaszow Mazowiecki",12
3882,Komisariat 3883,"plac Rycerska 97/81
83-624 Tomaszow Mazowiecki",8
3883,Komisariat 3884,"plac Promienna 80/51
21-140 Police",9
3884,Komisariat 3885,"ulica Hallera 720
54-004 Warszawa",16
3885,Komisariat 3886,"al. Wyszynskiego 133
48-165 Skarzysko-Kamienna",10
3886,Komisariat 3887,"al. Kopernika 32
42-439 Mysowice",6
3887,Komisariat 3888,"ulica Cedrowa 56/55
78-135 Ostroda",9
3888,Komisariat 3889,"aleja Mia 11/28
09-020 Zielona Gora",4
3889,Komisariat 3890,"ul. Odrzanska 18/88
90-380 ukow",7
3890,Komisariat 3891,"plac Wspolna 685
43-749 Iawa",13
3891,Komisariat 3892,"al. Rynek 88/34
01-961 Jelenia Gora",8
3892,Komisariat 3893,"pl. Piastowska 30
25-347 Reda",15
3893,Komisariat 3894,"al. Pocztowa 29
40-856 Pszczyna",16
3894,Komisariat 3895,"pl. aczna 524
86-899 Ostroda",15
3895,Komisariat 3896,"aleja Teczowa 32
73-777 Olsztyn",7
3896,Komisariat 3897,"ul. Podwale 622
10-410 Zabrze",6
3897,Komisariat 3898,"plac Cmentarna 75/36
78-604 Mawa",10
3898,Komisariat 3899,"ulica Miodowa 77/03
45-549 Katowice",14
3899,Komisariat 3900,"al. Pogodna 30
49-926 Koobrzeg",9
3900,Komisariat 3901,"ul. Chabrowa 82
88-215 Jaso",11
3901,Komisariat 3902,"al. Wrzosowa 442
16-620 Oswiecim",9
3902,Komisariat 3903,"aleja Tulipanowa 93
17-946 Zamosc",12
3903,Komisariat 3904,"aleja Norwida 677
55-892 Cieszyn",9
3904,Komisariat 3905,"plac Brzechwy 304
74-573 Konin",7
3905,Komisariat 3906,"ulica Ptasia 742
62-007 Mielec",13
3906,Komisariat 3907,"aleja Krakowska 25
95-897 Ruda Slaska",4
3907,Komisariat 3908,"ul. Grabowa 839
97-263 Przemysl",17
3908,Komisariat 3909,"al. Ludowa 249
81-187 Gdansk",10
3909,Komisariat 3910,"ulica Handlowa 173
42-012 Pock",13
3910,Komisariat 3911,"ul. abedzia 23
53-250 Dzierzoniow",7
3911,Komisariat 3912,"al. Rolna 54/29
11-936 Nowy Sacz",6
3912,Komisariat 3913,"aleja Rycerska 06/99
38-365 Pruszkow",11
3913,Komisariat 3914,"aleja Cyprysowa 556
49-360 Lubin",3
3914,Komisariat 3915,"pl. Zakatek 11/93
70-508 Raciborz",8
3915,Komisariat 3916,"pl. Chopina 601
71-515 Bedzin",9
3916,Komisariat 3917,"plac Okrzei 77
21-904 Ruda Slaska",11
3917,Komisariat 3918,"pl. Boczna 63/54
65-574 Skierniewice",16
3918,Komisariat 3919,"aleja Paacowa 37/69
77-210 Rybnik",10
3919,Komisariat 3920,"al. Narcyzowa 437
35-718 Ostrow Wielkopolski",11
3920,Komisariat 3921,"pl. Ceglana 18/85
94-220 Wielun",9
3921,Komisariat 3922,"ul. Kossaka 98
67-013 Kluczbork",8
3922,Komisariat 3923,"pl. Handlowa 31
01-774 Bochnia",15
3923,Komisariat 3924,"ulica Jasna 13/50
87-763 Gorzow Wielkopolski",12
3924,Komisariat 3925,"aleja Osiedlowa 88
95-595 Zary",11
3925,Komisariat 3926,"pl. Malinowa 92/12
81-884 Bochnia",9
3926,Komisariat 3927,"ulica Wysoka 26
28-362 Piastow",15
3927,Komisariat 3928,"pl. Narcyzowa 420
93-051 Bochnia",10
3928,Komisariat 3929,"al. Wschodnia 25
22-249 Brodnica",6
3929,Komisariat 3930,"ulica Dojazdowa 278
91-535 Piekary Slaskie",13
3930,Komisariat 3931,"ul. Kaszubska 11
79-383 Szczecin",9
3931,Komisariat 3932,"ul. Zbozowa 26
66-242 Mysowice",7
3932,Komisariat 3933,"aleja Duga 791
47-022 Srem",16
3933,Komisariat 3934,"plac abedzia 78/59
89-926 Koszalin",7
3934,Komisariat 3935,"ulica Wodna 30
62-562 Supsk",16
3935,Komisariat 3936,"al. Kruczkowskiego 53/09
43-687 Lebork",11
3936,Komisariat 3937,"ulica Kasprowicza 86/98
49-362 Warszawa",12
3937,Komisariat 3938,"aleja Fabryczna 67
14-019 Raciborz",12
3938,Komisariat 3939,"pl. Jesionowa 53
36-629 Radomsko",10
3939,Komisariat 3940,"ul. aczna 40/68
45-997 Koo",10
3940,Komisariat 3941,"ul. Spodzielcza 85/15
44-146 Cieszyn",6
3941,Komisariat 3942,"plac Wspolna 38
20-299 Skawina",15
3942,Komisariat 3943,"al. Bydgoska 893
44-456 Lubin",11
3943,Komisariat 3944,"plac Szkolna 92
31-527 Grodzisk Mazowiecki",13
3944,Komisariat 3945,"ulica Kosciuszki 99
86-483 Swiebodzice",11
3945,Komisariat 3946,"al. Cedrowa 438
57-314 Lubliniec",16
3946,Komisariat 3947,"ulica Turystyczna 773
47-858 Mielec",9
3947,Komisariat 3948,"pl. Maa 457
50-717 Piekary Slaskie",9
3948,Komisariat 3949,"ul. Bolesawa Chrobrego 82/33
33-257 Legionowo",8
3949,Komisariat 3950,"plac Turystyczna 86/17
07-618 Krasnik",4
3950,Komisariat 3951,"al. Tysiaclecia 107
12-324 Bartoszyce",14
3951,Komisariat 3952,"pl. Lazurowa 929
42-728 Ostrow Mazowiecka",9
3952,Komisariat 3953,"aleja Bankowa 082
13-508 Zary",11
3953,Komisariat 3954,"pl. Szafirowa 870
08-863 Pabianice",16
3954,Komisariat 3955,"aleja Sowicza 73
57-934 Woomin",9
3955,Komisariat 3956,"aleja Sienkiewicza 38/95
97-325 Olsztyn",11
3956,Komisariat 3957,"plac Jastrzebia 34
44-274 Chojnice",13
3957,Komisariat 3958,"ulica Starowiejska 507
33-214 Czerwionka-Leszczyny",11
3958,Komisariat 3959,"ulica Gajowa 26/67
53-210 Bolesawiec",12
3959,Komisariat 3960,"pl. Prosta 24
40-748 Gliwice",6
3960,Komisariat 3961,"pl. Powstancow Slaskich 45
53-887 omza",9
3961,Komisariat 3962,"pl. Boczna 60/90
12-701 Koszalin",9
3962,Komisariat 3963,"al. Kalinowa 94/79
49-378 Torun",16
3963,Komisariat 3964,"pl. Stawowa 41/64
43-338 Legionowo",10
3964,Komisariat 3965,"al. Rzeczna 82/53
08-765 aziska Gorne",12
3965,Komisariat 3966,"ul. Malczewskiego 24/40
18-220 Koscian",11
3966,Komisariat 3967,"plac Szkolna 84/82
88-297 Nowy Targ",11
3967,Komisariat 3968,"plac Dobra 901
19-980 Tczew",6
3968,Komisariat 3969,"plac Szewska 281
08-421 Ostrow Wielkopolski",13
3969,Komisariat 3970,"plac Bekitna 58
57-586 Mielec",7
3970,Komisariat 3971,"ul. Szpitalna 07
75-724 Tarnobrzeg",7
3971,Komisariat 3972,"plac Kraszewskiego 43/37
13-766 Zgierz",8
3972,Komisariat 3973,"ulica Jodowa 847
81-023 Supsk",8
3973,Komisariat 3974,"ulica Soneczna 92
89-287 Ostrowiec Swietokrzyski",9
3974,Komisariat 3975,"ulica Kamienna 52/92
71-412 Lebork",14
3975,Komisariat 3976,"ul. Plater 640
60-996 Zywiec",10
3976,Komisariat 3977,"al. Letnia 30
73-501 Nysa",10
3977,Komisariat 3978,"ul. Mysliwska 236
71-799 Wielun",10
3978,Komisariat 3979,"plac Browarna 317
59-991 Dzierzoniow",5
3979,Komisariat 3980,"pl. Poznanska 53/44
11-241 Czerwionka-Leszczyny",9
3980,Komisariat 3981,"pl. Wesoa 44
54-466 Kwidzyn",8
3981,Komisariat 3982,"plac Torunska 82/12
86-125 Zywiec",7
3982,Komisariat 3983,"plac Grabowa 71
50-207 Bechatow",12
3983,Komisariat 3984,"aleja Torowa 81
12-156 Bielawa",15
3984,Komisariat 3985,"plac Grzybowa 90
20-504 Sopot",15
3985,Komisariat 3986,"plac Cisowa 77/51
79-092 Debica",7
3986,Komisariat 3987,"pl. Szmaragdowa 70
30-763 Bolesawiec",17
3987,Komisariat 3988,"al. Lwowska 691
27-100 Czechowice-Dziedzice",12
3988,Komisariat 3989,"ul. Kaliska 67/74
83-186 Jarosaw",10
3989,Komisariat 3990,"ul. Dabrowskiej 088
24-204 Mawa",9
3990,Komisariat 3991,"al. Morska 71
77-403 Tarnobrzeg",10
3991,Komisariat 3992,"pl. Nadbrzezna 49/84
19-839 Pruszcz Gdanski",7
3992,Komisariat 3993,"aleja Szeroka 03
42-106 Zabrze",12
3993,Komisariat 3994,"plac Kusocinskiego 117
25-679 Wielun",6
3994,Komisariat 3995,"ulica Kamienna 90/14
35-277 Kutno",7
3995,Komisariat 3996,"pl. Strumykowa 66
14-120 Kedzierzyn-Kozle",9
3996,Komisariat 3997,"ulica Brzechwy 59/23
98-612 Lubin",14
3997,Komisariat 3998,"ulica Lotnicza 44/39
37-778 Koscierzyna",7
3998,Komisariat 3999,"aleja Szarych Szeregow 321
67-784 Tarnowskie Gory",9
3999,Komisariat 4000,"ulica Krotka 66
92-845 Bartoszyce",4
4000,Komisariat 4001,"pl. Wiatraczna 976
85-332 Pszczyna",8
4001,Komisariat 4002,"plac Krasinskiego 79/86
25-759 Ek",11
4002,Komisariat 4003,"ul. Waowa 44
14-480 Ostrow Mazowiecka",8
4003,Komisariat 4004,"ulica Browarna 53
81-138 Torun",12
4004,Komisariat 4005,"pl. Konwaliowa 33
23-091 Polkowice",15
4005,Komisariat 4006,"plac Rozana 44
95-043 Ketrzyn",10
4006,Komisariat 4007,"aleja Reja 66/25
96-200 Wabrzych",8
4007,Komisariat 4008,"al. Jaworowa 53
73-360 Starogard Gdanski",6
4008,Komisariat 4009,"al. Czarnieckiego 80
79-542 Gogow",7
4009,Komisariat 4010,"aleja Narutowicza 49
29-585 Bolesawiec",11
4010,Komisariat 4011,"ulica Maja 27
44-565 Ostroda",10
4011,Komisariat 4012,"plac Gowackiego 62/83
90-206 Nowy Sacz",8
4012,Komisariat 4013,"ulica Turystyczna 961
12-916 Legnica",12
4013,Komisariat 4014,"ulica Koataja 93/78
90-632 Brzeg",7
4014,Komisariat 4015,"plac Mia 04
61-178 Dabrowa Gornicza",13
4015,Komisariat 4016,"aleja Krzywa 436
93-943 Sieradz",10
4016,Komisariat 4017,"ulica Miosza 155
61-568 Rybnik",7
4017,Komisariat 4018,"al. Rycerska 82/98
15-313 Ponsk",8
4018,Komisariat 4019,"ul. Teczowa 82
79-509 Zywiec",5
4019,Komisariat 4020,"ul. Fiokowa 69
50-559 Oawa",6
4020,Komisariat 4021,"ul. Morcinka 60/11
26-682 Kwidzyn",9
4021,Komisariat 4022,"ul. Ksiezycowa 98
03-855 Torun",12
4022,Komisariat 4023,"ulica Cmentarna 322
89-858 Nowy Dwor Mazowiecki",10
4023,Komisariat 4024,"aleja Bema 818
56-798 Zary",7
4024,Komisariat 4025,"ulica Gornicza 42
38-568 Iawa",5
4025,Komisariat 4026,"ul. Koscielna 87/00
61-739 Piotrkow Trybunalski",14
4026,Komisariat 4027,"al. Stolarska 97
58-433 Kutno",13
4027,Komisariat 4028,"ulica Bursztynowa 619
52-553 Tychy",8
4028,Komisariat 4029,"ulica Tysiaclecia 756
58-244 Biaystok",9
4029,Komisariat 4030,"al. Swierkowa 85
09-499 Brzeg",9
4030,Komisariat 4031,"plac Malinowa 03
07-494 Gogow",11
4031,Komisariat 4032,"plac Turkusowa 681
92-878 Legionowo",16
4032,Komisariat 4033,"aleja anowa 655
82-055 Sroda Wielkopolska",12
4033,Komisariat 4034,"ul. Jana III Sobieskiego 20/09
36-810 Skarzysko-Kamienna",15
4034,Komisariat 4035,"ulica Sciegiennego 981
25-869 Suwaki",8
4035,Komisariat 4036,"plac Nowa 17/45
32-928 Cieszyn",10
4036,Komisariat 4037,"aleja Szmaragdowa 361
24-751 Bartoszyce",13
4037,Komisariat 4038,"plac Graniczna 949
78-631 Lubartow",13
4038,Komisariat 4039,"ul. Szymanowskiego 84
70-431 Wabrzych",17
4039,Komisariat 4040,"ul. Harcerska 397
38-315 Siedlce",8
4040,Komisariat 4041,"ulica Lotnicza 45
20-944 Piekary Slaskie",5
4041,Komisariat 4042,"plac Paacowa 187
29-112 Oswiecim",3
4042,Komisariat 4043,"aleja Irysowa 27/99
59-682 Skawina",9
4043,Komisariat 4044,"aleja Nowa 88
50-116 Pszczyna",10
4044,Komisariat 4045,"aleja Wojciecha 48
65-042 ukow",13
