ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
3757,Komisariat 3758,"ulica Solidarnosci 758
63-081 Pruszkow",23
3758,Komisariat 3759,"ulica Sportowa 89/42
48-391 Knurow",17
3759,Komisariat 3760,"plac Robotnicza 67
91-154 Koo",21
3760,Komisariat 3761,"pl. Koscielna 478
84-258 Stargard Szczecinski",22
3761,Komisariat 3762,"ulica akowa 362
95-924 Kwidzyn",24
3762,Komisariat 3763,"aleja Promienna 38/03
17-233 Gizycko",19
3763,Komisariat 3764,"pl. Gorna 90/93
58-253 Koobrzeg",27
3764,Komisariat 3765,"pl. Jodowa 65/95
26-481 Kluczbork",16
3765,Komisariat 3766,"pl. Nakowskiej 720
98-870 Swietochowice",24
3766,Komisariat 3767,"ul. Maa 35/13
83-264 Zawiercie",19
3767,Komisariat 3768,"al. Wyspianskiego 921
25-632 Ponsk",19
3768,Komisariat 3769,"plac Dziakowa 71
51-782 Nowa Ruda",23
3769,Komisariat 3770,"ulica Kazimierza Wielkiego 649
50-233 Pruszcz Gdanski",23
3770,Komisariat 3771,"plac Kosciuszki 074
88-398 Sopot",16
3771,Komisariat 3772,"al. Jana Pawa II 976
77-183 Grudziadz",17
3772,Komisariat 3773,"ulica Dobra 236
07-793 Wyszkow",22
3773,Komisariat 3774,"al. Agrestowa 60/46
06-973 Ponsk",21
3774,Komisariat 3775,"aleja Batycka 09/56
15-129 Warszawa",28
3775,Komisariat 3776,"al. Mynarska 024
92-425 Sopot",16
3776,Komisariat 3777,"pl. Pomorska 006
64-335 Gogow",21
3777,Komisariat 3778,"pl. Majowa 924
46-679 Skawina",18
3778,Komisariat 3779,"ul. Ceglana 85
16-288 Brzeg",10
3779,Komisariat 3780,"ul. Turystyczna 94/26
93-465 Otwock",22
3780,Komisariat 3781,"pl. Kaliska 34/35
62-172 Czeladz",22
3781,Komisariat 3782,"aleja Wilcza 247
87-811 Skierniewice",14
3782,Komisariat 3783,"al. Gaczynskiego 05/67
34-773 Ostroeka",22
3783,Komisariat 3784,"ulica Pocztowa 61/94
55-355 Zamosc",25
3784,Komisariat 3785,"ul. Wiatraczna 38
95-188 Bytom",22
3785,Komisariat 3786,"ul. Lwowska 99
27-445 Tarnowskie Gory",10
3786,Komisariat 3787,"plac Wspolna 29/75
12-753 Jastrzebie-Zdroj",15
3787,Komisariat 3788,"ul. Zacisze 026
65-964 Pia",23
3788,Komisariat 3789,"plac Daleka 60/80
88-561 Polkowice",17
3789,Komisariat 3790,"plac Konwaliowa 68
27-201 Pszczyna",13
3790,Komisariat 3791,"pl. Powstancow 261
77-220 Dzierzoniow",23
3791,Komisariat 3792,"pl. Parkowa 34/30
95-677 Jaso",17
3792,Komisariat 3793,"pl. Zdrojowa 53/51
76-794 Zgorzelec",17
3793,Komisariat 3794,"pl. Jastrzebia 57/70
90-098 Czechowice-Dziedzice",18
3794,Komisariat 3795,"al. Gowackiego 547
51-949 Swietochowice",18
3795,Komisariat 3796,"al. Daszynskiego 170
32-835 Biaa Podlaska",14
3796,Komisariat 3797,"al. Szmaragdowa 74
96-178 Nowa Sol",23
3797,Komisariat 3798,"aleja Zwyciestwa 96/14
07-655 ukow",18
3798,Komisariat 3799,"ulica Browarna 239
81-758 Oswiecim",24
3799,Komisariat 3800,"plac Warynskiego 11
43-293 Supsk",23
3800,Komisariat 3801,"ul. Wyspianskiego 033
66-979 Bolesawiec",13
3801,Komisariat 3802,"al. Sadowa 511
09-043 Zakopane",19
3802,Komisariat 3803,"ulica Zwyciestwa 29
92-224 Biaystok",31
3803,Komisariat 3804,"plac Swierkowa 98
78-742 Gdynia",18
3804,Komisariat 3805,"plac anowa 98/78
40-765 Police",20
3805,Komisariat 3806,"plac Cisowa 39
24-889 Zgorzelec",17
3806,Komisariat 3807,"ul. Wiatraczna 78/64
80-340 Krosno",24
3807,Komisariat 3808,"al. Narcyzowa 619
87-200 Marki",12
3808,Komisariat 3809,"ulica Jaworowa 742
46-607 Lublin",20
3809,Komisariat 3810,"ulica Nakowskiej 91
14-883 Olsztyn",23
3810,Komisariat 3811,"pl. Wczasowa 02/26
14-803 Tychy",26
3811,Komisariat 3812,"plac Wyzwolenia 07/02
72-531 Ostroeka",23
3812,Komisariat 3813,"ulica Torowa 671
59-156 Supsk",17
3813,Komisariat 3814,"al. Topolowa 830
96-983 Bielawa",27
3814,Komisariat 3815,"al. Skadowa 39
30-874 Gogow",19
3815,Komisariat 3816,"al. Fredry 91/12
04-788 Mawa",20
3816,Komisariat 3817,"plac Glowna 17/57
32-102 Bochnia",17
3817,Komisariat 3818,"plac Armii Krajowej 44
05-218 Torun",27
3818,Komisariat 3819,"ulica Lipowa 89
25-185 Czechowice-Dziedzice",22
3819,Komisariat 3820,"ul. Wyszynskiego 97/28
19-462 Jaworzno",20
3820,Komisariat 3821,"pl. Przemysowa 08/46
35-517 Debica",17
3821,Komisariat 3822,"pl. Poprzeczna 451
84-097 Ek",19
3822,Komisariat 3823,"aleja Fiokowa 160
71-053 Ostroeka",20
3823,Komisariat 3824,"ul. Kamienna 428
25-486 Cieszyn",25
3824,Komisariat 3825,"ul. Spacerowa 156
53-010 Zawiercie",24
3825,Komisariat 3826,"pl. Fredry 52/76
71-302 Otwock",17
3826,Komisariat 3827,"plac Sosnowa 384
16-829 Bechatow",18
3827,Komisariat 3828,"al. Poziomkowa 90/45
32-115 Szczytno",18
3828,Komisariat 3829,"plac Zbozowa 30/29
99-814 Gorzow Wielkopolski",18
3829,Komisariat 3830,"al. Rolnicza 845
57-288 Olesnica",14
3830,Komisariat 3831,"ul. Rzemieslnicza 22/45
06-992 Pock",25
3831,Komisariat 3832,"aleja Rycerska 69/03
09-360 Zakopane",17
3832,Komisariat 3833,"ulica Szkolna 39/37
04-663 Przemysl",24
3833,Komisariat 3834,"plac Sowia 81/61
28-120 Biaa Podlaska",21
3834,Komisariat 3835,"aleja Zielona 04
93-142 Torun",15
3835,Komisariat 3836,"plac Starowiejska 55
54-306 Zary",17
3836,Komisariat 3837,"ulica Modrzewiowa 182
82-729 Koscian",25
3837,Komisariat 3838,"al. Widok 91
01-495 Piekary Slaskie",13
3838,Komisariat 3839,"pl. Mysliwska 43/03
26-353 Gogow",18
3839,Komisariat 3840,"aleja Traugutta 03/63
57-066 Grudziadz",31
3840,Komisariat 3841,"plac Nakowskiej 22/32
97-954 ukow",10
3841,Komisariat 3842,"ul. Tulipanowa 16
90-348 Tychy",20
3842,Komisariat 3843,"ulica Spokojna 52
79-267 Gogow",32
3843,Komisariat 3844,"pl. Wczasowa 24/95
70-112 Lubartow",16
3844,Komisariat 3845,"al. Skrajna 19/95
11-277 Nysa",18
3845,Komisariat 3846,"plac Mynarska 74/46
08-830 Zambrow",17
3846,Komisariat 3847,"aleja Wierzbowa 37/49
96-611 Woomin",14
3847,Komisariat 3848,"ul. Ponocna 83
06-623 Jarosaw",23
3848,Komisariat 3849,"al. Jagodowa 82/43
50-032 Bartoszyce",26
3849,Komisariat 3850,"aleja Zaciszna 63/26
92-753 Dzierzoniow",32
3850,Komisariat 3851,"aleja Jaworowa 56/25
18-240 Zambrow",21
3851,Komisariat 3852,"plac Szymanowskiego 00/16
45-505 Mikoow",19
3852,Komisariat 3853,"al. Ciasna 796
62-983 Marki",14
3853,Komisariat 3854,"al. Szkolna 194
44-451 Siemianowice Slaskie",27
3854,Komisariat 3855,"ulica Wieniawskiego 41
25-559 Dzierzoniow",19
3855,Komisariat 3856,"al. Cegielniana 672
03-287 Konin",17
3856,Komisariat 3857,"al. Tysiaclecia 632
83-038 Bedzin",26
3857,Komisariat 3858,"ulica Mynska 53
41-762 Stargard Szczecinski",17
3858,Komisariat 3859,"ul. Wadysawa Jagiey 77
31-465 aziska Gorne",18
3859,Komisariat 3860,"aleja Stroma 37
74-616 Mawa",25
3860,Komisariat 3861,"aleja Kowalska 31
16-958 Woomin",15
3861,Komisariat 3862,"plac Perowa 46/84
47-598 Minsk Mazowiecki",21
3862,Komisariat 3863,"al. Poznanska 69
97-996 Stargard Szczecinski",18
3863,Komisariat 3864,"ul. Prusa 314
02-721 Szczecin",18
3864,Komisariat 3865,"ulica Maczka 06/01
82-323 Poznan",21
3865,Komisariat 3866,"plac Skodowskiej-Curie 91
08-766 Zabrze",25
3866,Komisariat 3867,"ul. Jaboniowa 568
01-936 Bielsk Podlaski",17
3867,Komisariat 3868,"ul. Jarzebinowa 055
20-787 Czerwionka-Leszczyny",12
3868,Komisariat 3869,"plac Sarnia 09
05-164 owicz",19
3869,Komisariat 3870,"ul. Bociania 15/99
97-913 Nowy Dwor Mazowiecki",26
3870,Komisariat 3871,"pl. Paacowa 804
93-033 Wocawek",37
3871,Komisariat 3872,"ulica Narcyzowa 57/30
24-136 Nowy Targ",23
3872,Komisariat 3873,"aleja Czestochowska 953
28-891 Biaystok",17
3873,Komisariat 3874,"aleja Magnoliowa 11
14-752 Piastow",22
3874,Komisariat 3875,"ulica Jodowa 61
43-333 Turek",15
3875,Komisariat 3876,"pl. Orzechowa 684
10-254 Stalowa Wola",20
3876,Komisariat 3877,"aleja Zwirki i Wigury 28
66-721 Radomsko",18
3877,Komisariat 3878,"al. Mynska 235
03-988 Radom",19
3878,Komisariat 3879,"ulica Piekarska 53
53-113 Piekary Slaskie",23
3879,Komisariat 3880,"aleja Bydgoska 44/15
53-569 Wyszkow",22
3880,Komisariat 3881,"ul. Towarowa 258
37-666 Bartoszyce",19
3881,Komisariat 3882,"ulica Krzywa 833
64-110 Tomaszow Mazowiecki",19
3882,Komisariat 3883,"plac Rycerska 97/81
83-624 Tomaszow Mazowiecki",20
3883,Komisariat 3884,"plac Promienna 80/51
21-140 Police",23
3884,Komisariat 3885,"ulica Hallera 720
54-004 Warszawa",23
3885,Komisariat 3886,"al. Wyszynskiego 133
48-165 Skarzysko-Kamienna",19
3886,Komisariat 3887,"al. Kopernika 32
42-439 Mysowice",19
3887,Komisariat 3888,"ulica Cedrowa 56/55
78-135 Ostroda",20
3888,Komisariat 3889,"aleja Mia 11/28
09-020 Zielona Gora",14
3889,Komisariat 3890,"ul. Odrzanska 18/88
90-380 ukow",15
3890,Komisariat 3891,"plac Wspolna 685
43-749 Iawa",28
3891,Komisariat 3892,"al. Rynek 88/34
01-961 Jelenia Gora",17
3892,Komisariat 3893,"pl. Piastowska 30
25-347 Reda",24
3893,Komisariat 3894,"al. Pocztowa 29
40-856 Pszczyna",26
3894,Komisariat 3895,"pl. aczna 524
86-899 Ostroda",24
3895,Komisariat 3896,"aleja Teczowa 32
73-777 Olsztyn",20
3896,Komisariat 3897,"ul. Podwale 622
10-410 Zabrze",17
3897,Komisariat 3898,"plac Cmentarna 75/36
78-604 Mawa",20
3898,Komisariat 3899,"ulica Miodowa 77/03
45-549 Katowice",22
3899,Komisariat 3900,"al. Pogodna 30
49-926 Koobrzeg",22
3900,Komisariat 3901,"ul. Chabrowa 82
88-215 Jaso",21
3901,Komisariat 3902,"al. Wrzosowa 442
16-620 Oswiecim",22
3902,Komisariat 3903,"aleja Tulipanowa 93
17-946 Zamosc",24
3903,Komisariat 3904,"aleja Norwida 677
55-892 Cieszyn",14
3904,Komisariat 3905,"plac Brzechwy 304
74-573 Konin",23
3905,Komisariat 3906,"ulica Ptasia 742
62-007 Mielec",24
3906,Komisariat 3907,"aleja Krakowska 25
95-897 Ruda Slaska",15
3907,Komisariat 3908,"ul. Grabowa 839
97-263 Przemysl",25
3908,Komisariat 3909,"al. Ludowa 249
81-187 Gdansk",17
3909,Komisariat 3910,"ulica Handlowa 173
42-012 Pock",26
3910,Komisariat 3911,"ul. abedzia 23
53-250 Dzierzoniow",18
3911,Komisariat 3912,"al. Rolna 54/29
11-936 Nowy Sacz",13
3912,Komisariat 3913,"aleja Rycerska 06/99
38-365 Pruszkow",22
3913,Komisariat 3914,"aleja Cyprysowa 556
49-360 Lubin",10
3914,Komisariat 3915,"pl. Zakatek 11/93
70-508 Raciborz",16
3915,Komisariat 3916,"pl. Chopina 601
71-515 Bedzin",14
3916,Komisariat 3917,"plac Okrzei 77
21-904 Ruda Slaska",19
3917,Komisariat 3918,"pl. Boczna 63/54
65-574 Skierniewice",24
3918,Komisariat 3919,"aleja Paacowa 37/69
77-210 Rybnik",15
3919,Komisariat 3920,"al. Narcyzowa 437
35-718 Ostrow Wielkopolski",19
3920,Komisariat 3921,"pl. Ceglana 18/85
94-220 Wielun",19
3921,Komisariat 3922,"ul. Kossaka 98
67-013 Kluczbork",16
3922,Komisariat 3923,"pl. Handlowa 31
01-774 Bochnia",24
3923,Komisariat 3924,"ulica Jasna 13/50
87-763 Gorzow Wielkopolski",30
3924,Komisariat 3925,"aleja Osiedlowa 88
95-595 Zary",20
3925,Komisariat 3926,"pl. Malinowa 92/12
81-884 Bochnia",20
3926,Komisariat 3927,"ulica Wysoka 26
28-362 Piastow",25
3927,Komisariat 3928,"pl. Narcyzowa 420
93-051 Bochnia",19
3928,Komisariat 3929,"al. Wschodnia 25
22-249 Brodnica",19
3929,Komisariat 3930,"ulica Dojazdowa 278
91-535 Piekary Slaskie",21
3930,Komisariat 3931,"ul. Kaszubska 11
79-383 Szczecin",12
3931,Komisariat 3932,"ul. Zbozowa 26
66-242 Mysowice",16
3932,Komisariat 3933,"aleja Duga 791
47-022 Srem",22
3933,Komisariat 3934,"plac abedzia 78/59
89-926 Koszalin",11
3934,Komisariat 3935,"ulica Wodna 30
62-562 Supsk",26
3935,Komisariat 3936,"al. Kruczkowskiego 53/09
43-687 Lebork",27
3936,Komisariat 3937,"ulica Kasprowicza 86/98
49-362 Warszawa",26
3937,Komisariat 3938,"aleja Fabryczna 67
14-019 Raciborz",23
3938,Komisariat 3939,"pl. Jesionowa 53
36-629 Radomsko",14
3939,Komisariat 3940,"ul. aczna 40/68
45-997 Koo",20
3940,Komisariat 3941,"ul. Spodzielcza 85/15
44-146 Cieszyn",11
3941,Komisariat 3942,"plac Wspolna 38
20-299 Skawina",22
3942,Komisariat 3943,"al. Bydgoska 893
44-456 Lubin",21
3943,Komisariat 3944,"plac Szkolna 92
31-527 Grodzisk Mazowiecki",24
3944,Komisariat 3945,"ulica Kosciuszki 99
86-483 Swiebodzice",19
3945,Komisariat 3946,"al. Cedrowa 438
57-314 Lubliniec",29
3946,Komisariat 3947,"ulica Turystyczna 773
47-858 Mielec",21
3947,Komisariat 3948,"pl. Maa 457
50-717 Piekary Slaskie",13
3948,Komisariat 3949,"ul. Bolesawa Chrobrego 82/33
33-257 Legionowo",18
3949,Komisariat 3950,"plac Turystyczna 86/17
07-618 Krasnik",16
3950,Komisariat 3951,"al. Tysiaclecia 107
12-324 Bartoszyce",22
3951,Komisariat 3952,"pl. Lazurowa 929
42-728 Ostrow Mazowiecka",23
3952,Komisariat 3953,"aleja Bankowa 082
13-508 Zary",28
3953,Komisariat 3954,"pl. Szafirowa 870
08-863 Pabianice",24
3954,Komisariat 3955,"aleja Sowicza 73
57-934 Woomin",19
3955,Komisariat 3956,"aleja Sienkiewicza 38/95
97-325 Olsztyn",20
3956,Komisariat 3957,"plac Jastrzebia 34
44-274 Chojnice",22
3957,Komisariat 3958,"ulica Starowiejska 507
33-214 Czerwionka-Leszczyny",19
3958,Komisariat 3959,"ulica Gajowa 26/67
53-210 Bolesawiec",19
3959,Komisariat 3960,"pl. Prosta 24
40-748 Gliwice",15
3960,Komisariat 3961,"pl. Powstancow Slaskich 45
53-887 omza",21
3961,Komisariat 3962,"pl. Boczna 60/90
12-701 Koszalin",21
3962,Komisariat 3963,"al. Kalinowa 94/79
49-378 Torun",28
3963,Komisariat 3964,"pl. Stawowa 41/64
43-338 Legionowo",14
3964,Komisariat 3965,"al. Rzeczna 82/53
08-765 aziska Gorne",21
3965,Komisariat 3966,"ul. Malczewskiego 24/40
18-220 Koscian",19
3966,Komisariat 3967,"plac Szkolna 84/82
88-297 Nowy Targ",31
3967,Komisariat 3968,"plac Dobra 901
19-980 Tczew",21
3968,Komisariat 3969,"plac Szewska 281
08-421 Ostrow Wielkopolski",28
3969,Komisariat 3970,"plac Bekitna 58
57-586 Mielec",21
3970,Komisariat 3971,"ul. Szpitalna 07
75-724 Tarnobrzeg",17
3971,Komisariat 3972,"plac Kraszewskiego 43/37
13-766 Zgierz",20
3972,Komisariat 3973,"ulica Jodowa 847
81-023 Supsk",19
3973,Komisariat 3974,"ulica Soneczna 92
89-287 Ostrowiec Swietokrzyski",17
3974,Komisariat 3975,"ulica Kamienna 52/92
71-412 Lebork",25
3975,Komisariat 3976,"ul. Plater 640
60-996 Zywiec",14
3976,Komisariat 3977,"al. Letnia 30
73-501 Nysa",15
3977,Komisariat 3978,"ul. Mysliwska 236
71-799 Wielun",22
3978,Komisariat 3979,"plac Browarna 317
59-991 Dzierzoniow",14
3979,Komisariat 3980,"pl. Poznanska 53/44
11-241 Czerwionka-Leszczyny",27
3980,Komisariat 3981,"pl. Wesoa 44
54-466 Kwidzyn",18
3981,Komisariat 3982,"plac Torunska 82/12
86-125 Zywiec",21
3982,Komisariat 3983,"plac Grabowa 71
50-207 Bechatow",24
3983,Komisariat 3984,"aleja Torowa 81
12-156 Bielawa",27
3984,Komisariat 3985,"plac Grzybowa 90
20-504 Sopot",29
3985,Komisariat 3986,"plac Cisowa 77/51
79-092 Debica",15
3986,Komisariat 3987,"pl. Szmaragdowa 70
30-763 Bolesawiec",29
3987,Komisariat 3988,"al. Lwowska 691
27-100 Czechowice-Dziedzice",25
3988,Komisariat 3989,"ul. Kaliska 67/74
83-186 Jarosaw",19
3989,Komisariat 3990,"ul. Dabrowskiej 088
24-204 Mawa",20
3990,Komisariat 3991,"al. Morska 71
77-403 Tarnobrzeg",15
3991,Komisariat 3992,"pl. Nadbrzezna 49/84
19-839 Pruszcz Gdanski",18
3992,Komisariat 3993,"aleja Szeroka 03
42-106 Zabrze",17
3993,Komisariat 3994,"plac Kusocinskiego 117
25-679 Wielun",13
3994,Komisariat 3995,"ulica Kamienna 90/14
35-277 Kutno",15
3995,Komisariat 3996,"pl. Strumykowa 66
14-120 Kedzierzyn-Kozle",16
3996,Komisariat 3997,"ulica Brzechwy 59/23
98-612 Lubin",31
3997,Komisariat 3998,"ulica Lotnicza 44/39
37-778 Koscierzyna",15
3998,Komisariat 3999,"aleja Szarych Szeregow 321
67-784 Tarnowskie Gory",21
3999,Komisariat 4000,"ulica Krotka 66
92-845 Bartoszyce",10
4000,Komisariat 4001,"pl. Wiatraczna 976
85-332 Pszczyna",21
4001,Komisariat 4002,"plac Krasinskiego 79/86
25-759 Ek",19
4002,Komisariat 4003,"ul. Waowa 44
14-480 Ostrow Mazowiecka",16
4003,Komisariat 4004,"ulica Browarna 53
81-138 Torun",24
4004,Komisariat 4005,"pl. Konwaliowa 33
23-091 Polkowice",25
4005,Komisariat 4006,"plac Rozana 44
95-043 Ketrzyn",23
4006,Komisariat 4007,"aleja Reja 66/25
96-200 Wabrzych",14
4007,Komisariat 4008,"al. Jaworowa 53
73-360 Starogard Gdanski",18
4008,Komisariat 4009,"al. Czarnieckiego 80
79-542 Gogow",18
4009,Komisariat 4010,"aleja Narutowicza 49
29-585 Bolesawiec",25
4010,Komisariat 4011,"ulica Maja 27
44-565 Ostroda",27
4011,Komisariat 4012,"plac Gowackiego 62/83
90-206 Nowy Sacz",18
4012,Komisariat 4013,"ulica Turystyczna 961
12-916 Legnica",28
4013,Komisariat 4014,"ulica Koataja 93/78
90-632 Brzeg",16
4014,Komisariat 4015,"plac Mia 04
61-178 Dabrowa Gornicza",24
4015,Komisariat 4016,"aleja Krzywa 436
93-943 Sieradz",18
4016,Komisariat 4017,"ulica Miosza 155
61-568 Rybnik",14
4017,Komisariat 4018,"al. Rycerska 82/98
15-313 Ponsk",15
4018,Komisariat 4019,"ul. Teczowa 82
79-509 Zywiec",12
4019,Komisariat 4020,"ul. Fiokowa 69
50-559 Oawa",12
4020,Komisariat 4021,"ul. Morcinka 60/11
26-682 Kwidzyn",20
4021,Komisariat 4022,"ul. Ksiezycowa 98
03-855 Torun",20
4022,Komisariat 4023,"ulica Cmentarna 322
89-858 Nowy Dwor Mazowiecki",19
4023,Komisariat 4024,"aleja Bema 818
56-798 Zary",14
4024,Komisariat 4025,"ulica Gornicza 42
38-568 Iawa",19
4025,Komisariat 4026,"ul. Koscielna 87/00
61-739 Piotrkow Trybunalski",22
4026,Komisariat 4027,"al. Stolarska 97
58-433 Kutno",24
4027,Komisariat 4028,"ulica Bursztynowa 619
52-553 Tychy",21
4028,Komisariat 4029,"ulica Tysiaclecia 756
58-244 Biaystok",21
4029,Komisariat 4030,"al. Swierkowa 85
09-499 Brzeg",22
4030,Komisariat 4031,"plac Malinowa 03
07-494 Gogow",21
4031,Komisariat 4032,"plac Turkusowa 681
92-878 Legionowo",30
4032,Komisariat 4033,"aleja anowa 655
82-055 Sroda Wielkopolska",17
4033,Komisariat 4034,"ul. Jana III Sobieskiego 20/09
36-810 Skarzysko-Kamienna",29
4034,Komisariat 4035,"ulica Sciegiennego 981
25-869 Suwaki",15
4035,Komisariat 4036,"plac Nowa 17/45
32-928 Cieszyn",18
4036,Komisariat 4037,"aleja Szmaragdowa 361
24-751 Bartoszyce",25
4037,Komisariat 4038,"plac Graniczna 949
78-631 Lubartow",24
4038,Komisariat 4039,"ul. Szymanowskiego 84
70-431 Wabrzych",24
4039,Komisariat 4040,"ul. Harcerska 397
38-315 Siedlce",17
4040,Komisariat 4041,"ulica Lotnicza 45
20-944 Piekary Slaskie",17
4041,Komisariat 4042,"plac Paacowa 187
29-112 Oswiecim",15
4042,Komisariat 4043,"aleja Irysowa 27/99
59-682 Skawina",19
4043,Komisariat 4044,"aleja Nowa 88
50-116 Pszczyna",19
4044,Komisariat 4045,"aleja Wojciecha 48
65-042 ukow",19
4045,Komisariat 4046,"plac Torunska 590
16-774 Nowy Dwor Mazowiecki",14
4046,Komisariat 4047,"al. Warszawska 08
85-811 Zgorzelec",18
4047,Komisariat 4048,"aleja Partyzantow 70/04
24-772 owicz",25
4048,Komisariat 4049,"plac Dugosza 919
79-649 Swidnik",14
4049,Komisariat 4050,"ulica Polna 40
57-949 Suwaki",23
4050,Komisariat 4051,"ul. Konwaliowa 51
42-449 Szczecin",19
4051,Komisariat 4052,"pl. Sportowa 52
39-955 Swiecie",24
4052,Komisariat 4053,"ulica Puaskiego 17/53
20-691 Woomin",23
4053,Komisariat 4054,"pl. Jeziorna 04
06-373 Augustow",25
4054,Komisariat 4055,"plac Duga 21
70-102 Krasnik",18
4055,Komisariat 4056,"aleja Urocza 777
43-281 Nysa",16
4056,Komisariat 4057,"ul. Kraszewskiego 126
04-802 Wabrzych",22
4057,Komisariat 4058,"plac Mysliwska 254
23-177 Gorlice",21
4058,Komisariat 4059,"ulica Wschodnia 226
84-887 Swiecie",19
4059,Komisariat 4060,"pl. Jastrzebia 18
16-210 Suwaki",19
4060,Komisariat 4061,"ul. Malinowa 27/32
86-700 Legionowo",18
4061,Komisariat 4062,"al. Slaska 53/82
69-339 Swietochowice",20
4062,Komisariat 4063,"aleja Przechodnia 40
06-763 Swietochowice",20
4063,Komisariat 4064,"aleja Dabrowskiego 038
76-156 Puawy",14
4064,Komisariat 4065,"plac Mynarska 581
03-952 Nowa Ruda",18
4065,Komisariat 4066,"ulica Teczowa 13
76-900 Koszalin",22
4066,Komisariat 4067,"plac Torunska 85/91
69-941 Torun",18
4067,Komisariat 4068,"plac Cyprysowa 19
25-261 Ek",19
4068,Komisariat 4069,"al. Asnyka 687
25-009 Olsztyn",15
4069,Komisariat 4070,"al. Zeglarska 89/85
04-842 Tarnobrzeg",29
4070,Komisariat 4071,"ul. Prusa 78
81-948 Biaogard",29
4071,Komisariat 4072,"ulica Kalinowa 58
40-234 Wrzesnia",15
4072,Komisariat 4073,"ul. Zamkowa 54
42-296 Olkusz",10
4073,Komisariat 4074,"plac Zielona 86/90
80-664 Sosnowiec",27
4074,Komisariat 4075,"ulica Dojazdowa 65/76
39-140 Kedzierzyn-Kozle",24
4075,Komisariat 4076,"al. Sportowa 013
03-493 Radomsko",31
4076,Komisariat 4077,"al. Jaskocza 82
45-958 Kutno",23
4077,Komisariat 4078,"ul. Konstytucji 3 Maja 40
04-659 Tarnowskie Gory",14
4078,Komisariat 4079,"plac Mysliwska 22/28
75-432 Zary",18
4079,Komisariat 4080,"aleja Miodowa 72
89-360 Legionowo",11
4080,Komisariat 4081,"plac Grunwaldzka 14
44-987 Swietochowice",16
4081,Komisariat 4082,"pl. Floriana 76
25-560 Pszczyna",24
4082,Komisariat 4083,"pl. Zielna 26
09-798 Ostrowiec Swietokrzyski",19
4083,Komisariat 4084,"plac Drzymay 55
54-842 Szczytno",23
4084,Komisariat 4085,"plac Stefana Batorego 327
07-500 Knurow",23
4085,Komisariat 4086,"ul. Gaczynskiego 77
41-922 Lebork",21
4086,Komisariat 4087,"ul. Wiosenna 29
60-881 Woomin",12
4087,Komisariat 4088,"plac Kolejowa 07
37-281 Ostrow Wielkopolski",26
4088,Komisariat 4089,"al. Rybacka 41
98-521 Stargard Szczecinski",18
4089,Komisariat 4090,"aleja Mynarska 818
14-992 Sosnowiec",20
4090,Komisariat 4091,"ulica Popieuszki 968
65-756 Bochnia",17
4091,Komisariat 4092,"aleja Zwirki i Wigury 590
24-296 Bechatow",20
4092,Komisariat 4093,"plac Zwirki i Wigury 95/01
36-743 Bartoszyce",27
4093,Komisariat 4094,"al. Okrezna 01/31
12-867 Dabrowa Gornicza",21
4094,Komisariat 4095,"plac Sosnowa 79/88
39-377 Bydgoszcz",29
4095,Komisariat 4096,"aleja Perowa 17
73-394 Oawa",16
4096,Komisariat 4097,"ulica Zwirki i Wigury 47
81-103 Koo",25
4097,Komisariat 4098,"pl. Pomorska 77
19-404 Oawa",22
4098,Komisariat 4099,"plac Batycka 216
51-923 Olesnica",19
4099,Komisariat 4100,"al. Makuszynskiego 04
43-371 Pruszcz Gdanski",21
4100,Komisariat 4101,"al. Korfantego 65
78-318 Jaworzno",21
4101,Komisariat 4102,"aleja Kielecka 58/87
59-374 Pabianice",21
4102,Komisariat 4103,"plac Tysiaclecia 06
58-217 Goleniow",15
4103,Komisariat 4104,"al. Makowa 22
40-805 Szczytno",17
4104,Komisariat 4105,"plac Szewska 15/09
90-703 Legnica",20
4105,Komisariat 4106,"plac Soneczna 29
83-405 Skarzysko-Kamienna",14
4106,Komisariat 4107,"aleja Tartaczna 74/83
16-965 Lublin",20
4107,Komisariat 4108,"al. Miarki 06
75-929 Zabki",14
4108,Komisariat 4109,"ul. Rolnicza 068
28-519 Krosno",24
4109,Komisariat 4110,"pl. Solidarnosci 362
49-019 Lubin",23
4110,Komisariat 4111,"al. Tysiaclecia 30
88-088 Tarnobrzeg",25
4111,Komisariat 4112,"pl. Widok 03/96
33-451 Koszalin",21
4112,Komisariat 4113,"al. Wisniowa 981
02-152 Ketrzyn",29
